Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food import, current US$",St. Kitts and Nevis,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10921108.04,10835261.22,11884985.35,#VALUE!,#VALUE!,14436050.01,15155910.51,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,25950308.33,27103770.68,28013373.56,30263421.42,28159307.65,#VALUE!,28331135.87,37322074.29,32799136.1,31385091.27,32997028.66,35480279.04,38931153.5,46443590.01,50762466.95,57687142.24,61998194.73,53184455.32,58445191.53,57698756.09,54488134.85,56359356.38,#VALUE!,#VALUE!
"Food export, current US$",St. Kitts and Nevis,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,17169392.68,14147173.66,12802503.91,#VALUE!,#VALUE!,13206164.86,11771857.5,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16105487.85,15010372.13,11054788.49,15709874.9,27031779.69,#VALUE!,8223860.086,8845577.048,8274465.01,11743698.84,9230913.916,11670968.94,1445008.886,2877353.766,3274060.7,4910463.196,3752898.999,3690259.221,5280396.685,4769280.253,6243369.694,6998923.556,#VALUE!,#VALUE!
,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",St. Lucia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,11011496.7,13009024.03,14031956.92,13143394.58,15488802.83,19855601.61,22312565.75,26023936.67,31443523.96,29470609.67,38204777.94,#VALUE!,31683565.97,36353846.56,43553209.79,49318390.82,60024139.37,62824583.04,70050347.09,74223483.96,72781871.69,75720350.2,81976655.88,80649165.83,84785596.83,85490728.08,83737773.64,81176872.79,94023268.92,71892886.08,89123788.47,99579228.85,104838808.7,116495512.6,125170429.8,138558506.2,127805138.4,159502233.5,162696284.9,156363409.2,111559863.1,155533792.1,151571661.4,148058514.3
"Food export, current US$",St. Lucia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9043135.06,13410891.7,13129004.31,14075039.46,17646584.87,21504663.04,27284190.02,33035491.81,30425891.82,31210922.17,37019410.89,#VALUE!,41988299.91,68103154.79,54424671.7,82011281.58,76146304.53,90920384.09,77262421.04,86429664.92,75737486.77,69955494.64,73908011,59671424.28,43342268.76,47184320.81,45123518.14,33887379.49,34530001.5,33052962.41,45502581.15,58254853.55,47187539.2,61926973.12,64250832.31,98061458.73,102022724.3,106339458.2,64295202.49,85574874.64,93414799.53,70865096.55,79189042.97,43375143.29
,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",St. Martin (French part),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",St. Martin (French part),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",St. Vincent and the Grenadines,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8846900.262,#VALUE!,#VALUE!,#VALUE!,20065316.53,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34093076.63,29455290.89,30389736.04,#VALUE!,47734695.7,48928847.3,46208621.68,43458104.75,43030468.09,43266297.84,43437596.79,49652808.95,51742407.88,54867429.43,71100805.82,86590510.48,78423170.17,74878264.67,80197412.29,87780202.45,#VALUE!,#VALUE!,93381853.63,#VALUE!
"Food export, current US$",St. Vincent and the Grenadines,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9203565.106,#VALUE!,#VALUE!,#VALUE!,12623702.63,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,50980448.89,40732919.68,36017110.42,38975701.03,40073050.99,44823397.28,43750621.17,40788846.23,37231992.68,34502584.41,25500406.73,32431951.6,34984393.38,33077316.17,41210853.64,43795061.13,41259652.35,34183082.11,31655462.42,36085455.52,#VALUE!,#VALUE!,39338810.89,#VALUE!
,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,St. Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sub-Saharan Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2973837267,2940379946,2787493631,3580774167,4446283381,4495776940,#VALUE!,7509273476,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10396923457,10871677740,10772741303,11271878718,10517285961,11578968445,11496915368,14330676349,16086360912,18287549754,24393194755,30864796927,34173449300,32248737921,36766975771,59646356620,56397646369,53373774879,52106223241,#VALUE!,39798048596
"Food export, current US$",Sub-Saharan Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8069568032,7234736302,7691614139,8807285414,9203944899,11566789262,#VALUE!,10320656476,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,15954153159,15755034442,13284695615,14258201034,13854232314,13432209462,13551358114,16545829684,#VALUE!,#VALUE!,28483801486,29091403684,43159885938,32929210419,44566481805,47583901259,51752453258,52012900095,44347384256,#VALUE!,#VALUE!
,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sub-Saharan Africa (excluding high income),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2949992814,2912296374,2765100095,3555978679,4416833611,4472336910,#VALUE!,7463850014,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10326057221,10783702490,10685786157,11184990820,10481405494,11486382821,11387937734,14206879142,15927380029,18132825712,24209310617,30674532769,33983054550,32152134001,36594550649,59491635142,56143270642,53005175440,51769623325,#VALUE!,39586149274
"Food export, current US$",Sub-Saharan Africa (excluding high income),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8037402527,7200553886,7654884956,8761262145,9166293706,11509625112,#VALUE!,10257342786,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,15817067067,15623261532,13164797318,14128367171,13712502934,13287241636,13397966099,16354750685,#VALUE!,#VALUE!,28147590280,28742974059,42868205346,32879984749,44188819775,47380376786,51242068386,51472959104,43818353232,#VALUE!,#VALUE!
,Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sub-Saharan Africa (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,2973837267,2940379946,2787493631,3580774167,4446283381,4495776940,#VALUE!,7509273476,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,10396923457,10871677740,10772741303,11271878718,10517285961,11578968445,11496915368,14330676349,16086360912,18287549754,24393194755,30864796927,34173449300,32248737921,36766975771,59646356620,56397646369,53373774879,52106223241,#VALUE!,39798048596
"Food export, current US$",Sub-Saharan Africa (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8069568032,7234736302,7691614139,8807285414,9203944899,11566789262,#VALUE!,10320656476,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,15954153159,15755034442,13284695615,14258201034,13854232314,13432209462,13551358114,16545829684,#VALUE!,#VALUE!,28483801486,29091403684,43159885938,32929210419,44566481805,47583901259,51752453258,52012900095,44347384256,#VALUE!,#VALUE!
,Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sub-Saharan Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sudan,#VALUE!,#VALUE!,#VALUE!,57686160.68,66543762.47,50576194.41,50408195.53,49544710.93,55010956.47,35908685.4,61156577.07,69649934.61,74630133.61,105925077,153525282.1,165642004.9,136251671.7,137721591.9,227026074,207762514.8,407685709.1,299157931.7,271146339.9,#VALUE!,198034915.8,130222695,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,107355699.4,177478801,238269170.6,297004481.7,268211237.7,247052446.7,291584679.1,261339434,353056696.7,378568158,456668552.2,472436685.2,586335929.6,845329927.4,961186271.6,461844732.7,699903928.7,1446833845,2599002805,1660367997,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Sudan,#VALUE!,#VALUE!,#VALUE!,66720420.14,74501896.49,70303588.72,73177404.52,65117491.65,64187282.03,71479081.12,73265613.48,94548298.76,103001593.5,142741305.3,156404357.4,185890053.7,215829002.8,#VALUE!,193772591.7,153081855.6,254097084.4,385538161.8,303630715.2,#VALUE!,268312612.5,168564056.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,193012373.1,321935548,292384864.1,246909171,424627047.8,376716503.3,398074484.2,542717428.6,312024505,180282347.4,356073115.2,258370738.9,385964958.6,330040467.3,315393896.5,#VALUE!,343795499.5,459408138.9,428534386,681028773.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Suriname,#VALUE!,#VALUE!,9958065.023,#VALUE!,#VALUE!,11181345.81,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,24815943.12,27299378.08,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,37539176.19,44844827.8,53333368.38,60954273.35,45681873.72,#VALUE!,39494551.99,81822483.23,70855136.16,97728073.81,79842161.33,75301699.91,73873519.88,65575717.93,72625042.25,93620599.91,82449133.06,100062190.5,98326464.52,117440512.9,152132812.7,198229833.8,211942908.6,234985512.7,304406435.4,246015604.9,275494306,#VALUE!,205576008
"Food export, current US$",Suriname,#VALUE!,#VALUE!,8957365.431,#VALUE!,#VALUE!,6361625.667,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,16415564.12,34801496.19,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,92201385.7,80867899.3,75451116.97,65598446.08,70067835.25,#VALUE!,79508632.75,89401873.33,100417346.1,108978609.9,52008721.17,49903373.7,9620433.053,12658607.96,18782622.56,14971031.06,15939369.37,12711064.66,14687188.46,19230179.82,38843761,30558322.41,48181907.28,44788862.61,95841077.47,56467322.16,71216536.25,#VALUE!,65658955.04
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Swaziland,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,195732807.7,195156635,167800312.4,249018569.3,315837629.8,317198853.5,296131336.1,377923586.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Swaziland,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,305524962.6,388197377,144506997.2,241227371.2,263491908,303376976.4,425249712.3,367602733,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Sweden,#VALUE!,#VALUE!,403671025.4,443903297.4,506480222.1,524983830,586407805.4,573128843.9,601071109.5,629445464.9,757623818,747854930.6,841601329.8,1089660613,1358881384,1386645199,1660156827,1780368248,1898008934,2203302337,2374858704,2040795356,1917895956,1821507911,1887864865,1879254526,2404909843,2698470035,2995231109,2935767469,3322089607,3487771847,3708805488,3264013197,4334657453,4338614289,4810759350,4735152066,4647757621,4922707045,4312931293,4449445411,5160929654,6499554434,7604236909,8228523983,9451555671,11366400870,13230132954,11830601807,13058700177,15151705457,15048070769,16723492178,17250928136,15013030754,16001431360
"Food export, current US$",Sweden,#VALUE!,#VALUE!,111277878.9,113021896.7,113158074.2,129750625.1,137205304.5,135716829.9,129738718.6,158334642.2,156544261.4,218190295.5,267370643,317124029.2,463752668.6,509053718.5,501533618.7,469379877.5,522056636.1,663465337.6,741544807.8,732684017,782748055.5,785507684.6,825090956,872212775.7,840647299.9,880584847.4,941720654.5,1000086558,1240746198,1160641156,1114818447,990161911.8,1458455231,1777053066,2105556512,2297715980,2150966906,2176645872,2156844872,2277407613,2608925675,3385954974,4098405839,4539771234,5184194336,6025263314,7203190906,6464043739,7472676287,8344629941,8561183446,9711002136,10094914320,8869580031,9602827485
,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Switzerland,#VALUE!,#VALUE!,491551362.6,526597848,600221903,623790792.5,642753306.1,649889241,626256801,709212100.1,839475854.3,940694522.7,1071605673,1527351909,1753069780,1733816415,1772611159,2055018825,2450911085,2577843357,2921958573,2745961338,2588826511,2462375860,2402262271,2460207087,3165474111,3722475079,3856184918,3691803278,4374299589,4393859186,4427579977,4157093707,4712198999,5164817195,5149884961,4750532692,5003979446,4895933895,4542706256,4601177803,4989014679,6021502545,6553986774,6873431299,7417227372,8691887979,10455666666,9770610349,10279700461,11997900088,16621548266,19092089330,16557143947,15592761894,16470167002
"Food export, current US$",Switzerland,#VALUE!,#VALUE!,114121169.1,133367589.2,143995564.1,161973167.2,176640639.2,188684147.4,224838768.8,263544030.4,326042506.3,371102670.3,363362962.3,450390703.4,465990603.6,523045790.3,591158041.4,718312836.6,868912190.8,903135066.6,959775656.9,911938313.7,920203790.5,907802333.6,869334412.8,893502323,1184190242,1405123027,1422445990,1419260125,1756392888,1794150447,1933443095,1880572233,2154041175,2439887058,2332463841,2126149846,2089690347,2115044026,2022142628,2062803645,2244307094,2675884568,3194674541,3443684850,4099870959,5277301708,6880909388,6781234635,7351708109,8708737232,11706339431,14340539560,12391562286,11551724514,11957753419
,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Syrian Arab Republic,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,345367252.9,360294670.7,409335867.4,320154855.5,443036309.8,453530431.2,581425231.4,808371516.1,582644217.7,899534501.9,774707084.4,752152160.7,468132069.2,404931335.7,#VALUE!,518439903.4,745639210.3,#VALUE!,663806041.8,#VALUE!,#VALUE!,786312492.3,840204464.9,833343287,753075874.5,827566833.3,1039419200,586946410.7,731422902.5,968080597,1405956106,1930952480,1519140585,1847805675,2537946659,3530190687,3694430205,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Syrian Arab Republic,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,46608765.97,48840600.87,67345896.77,62352854.57,76867364.84,78385681.9,90929031.41,69232030.47,155611503.5,89641108.14,109650879.7,45318932.94,92122211.72,53835863.42,#VALUE!,344830873.9,576855034.3,#VALUE!,407122155.5,#VALUE!,#VALUE!,437297808.2,637149074.5,650928356.5,552005165.5,513316991.9,296248946.1,326001314.1,852428144.5,802402271.1,1082842152,1165489370,1897874415,2400779034,3383239656,2967329964,2688683159,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Syrian Arab Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Tajikistan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,68917574.84,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Tajikistan,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34322852.59,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Tanzania,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,72669147.26,83560467.99,86569515.95,54489659.63,166910956.3,80743788.07,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,137241027,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,168148018.8,216112084.3,225023390.4,289690770.8,252654922.1,237101931.9,259916736.2,229145189.7,287475514.5,408009867.3,315310157.3,512268140.9,625882064.4,600094069.3,572428456.2,784355777.3,1070198258,1002605941,949640939.3,1135346357,607026066.8,1020883915
"Food export, current US$",Tanzania,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,264079800.3,347785187.6,310784969.2,303554397.3,297024884.4,365706804.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,197817348.2,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,491272267.1,381938502.7,380712918.7,485406784.9,520314244.7,600913843.2,741505418.4,807154602.3,969617731.3,990217283.6,1043550655,1166237729,1057599979,1291031463,1525865000,1946049450,2061407928,2673566771,2645712143,2933452113
,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
