Import.export,Country,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Food export, current US$",Marshall Islands,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Mauritania,#VALUE!,#VALUE!,2153277.541,1492311.029,1322846.038,2087555.009,3285427.31,6343388.448,8994338.25,#VALUE!,13111365.35,13686665.95,15613469.7,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,101959006,118007172.6,#VALUE!,#VALUE!,#VALUE!,84858586.15,85451635.88,94206255.77,132481180,99513170.93,146019192.8,292092268.5,364810052.1,547996330.1,435415864.7,375406638.8,357127935.9,476600430.5,335353647.4,318814723.6,#VALUE!,354204604.8
"Food export, current US$",Mauritania,#VALUE!,#VALUE!,953514.8345,1281145.974,1459116.002,2426554.939,3187230.91,4067614.917,4005468.78,#VALUE!,7373683.524,7701415.319,11733679.68,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,280257000.6,270405656.4,#VALUE!,#VALUE!,#VALUE!,73654766.06,84456369.03,77018840.38,94819810.94,144492016.8,154716243.6,#VALUE!,193441167.9,222579784.2,264777079.6,347408795.5,560278723.6,705685896.9,582901085.5,719381099.5,#VALUE!,630380448.4
,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Mauritius,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,27484894.01,28590688.87,36032185.86,46203214.1,103709056,88626847.72,87303312.25,106032553.9,132147250.8,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,128933944.8,165982368.8,201660932.2,192860274.7,213911805.6,239035121.2,275134348,330716788.1,374535489.5,328859356.9,327305770.3,310167610.3,298310299.4,313387796.9,409828034.9,413210307.8,486116763.8,527373339.1,598621433.6,735371428.8,972224512.8,806811857.9,925046376.6,1097400848,1155605614,1194325723,1193226252,1056996713,1132388991
"Food export, current US$",Mauritius,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,67699459.71,63864844.77,102087424.8,125965110.7,286258841,263508965.9,215628492.9,240027134.6,240217722.3,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,357008665,346364636,380397092.7,370833444.4,402437021.2,377835392.5,385412672.2,440148145.7,556437725.4,438498578.8,425522499.8,370500718.2,277472213.1,397614995.9,469664642.8,494862724.9,515956424.9,659518079.3,619720521.6,615709235.9,635796529.6,634408681.7,841326175.3,851326306.3,954609094.1,1131162401,1092879380,853556557.2,848094655.8
,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Mexico,#VALUE!,#VALUE!,73483055.69,98533163.34,79982872.16,81370939.06,75376946.25,72977625.43,73824891.78,77651950.17,181046804.2,157510984.9,214059205.8,432379770.8,997669090.3,853277879.7,450495042.2,717984399.3,920796554.1,1111450671,3570932648,3972676493,2018111486,2564668012,2676096767,2378769656,1591445811,2124137809,4189754010,5805597494,6373256552,5651291501,5756255658,5496935419,6845476982,4706071033,7015009433,6867121142,7529855923,7728441425,8502209494,10067773640,10480018017,11469601905,12785267594,13703285087,15427287153,18821710379,22622025053,17749334052,20063824270,25231238371,23438453059,25721966326,26516673410,24129051639,24195392865
"Food export, current US$",Mexico,#VALUE!,#VALUE!,342425187.4,311405557.3,473466174.7,508385457.2,495150953.9,533351394.3,523659844.6,576867237.5,556289137.1,576010951,719635792,788484270.1,989964549.9,899636706.4,1117531764,1376188418,1849033773,2261168050,2244650274,2081730638,1932624650,1913913619,2331323870,2165963290,3359003493,3615120275,4256384336,4330577554,4740656684,5360610195,3214704865,3797204212,4303951908,6130371799,6166103862,6806245142,7282667366,7304014236,8057598534,7939530874,8049897979,9061866100,10149975188,11492824169,13527823797,14562368452,16163318760,16046570536,18069355624,21890900026,21807964053,24132232922,25388438847,26510111872,28858198154
,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$","Micronesia, Fed. Sts.",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$","Micronesia, Fed. Sts.",#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Middle East & North Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,8872555117,10899095921,9725076359,11778106607,13344501649,15190221005,20984334454,25467133815,22836472128,22761546020,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,23036209143,#VALUE!,24800980039,26775581268,24936741054,#VALUE!,#VALUE!,#VALUE!,#VALUE!,34807218979,32662466093,33533572082,31672894836,34901916358,38832507928,48972095819,48467641284,53913064878,64668862821,86812654443,#VALUE!,1.09E+11,#VALUE!,1.19E+11,1.19E+11,1.25E+11,#VALUE!,1.04E+11
"Food export, current US$",Middle East & North Africa,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5602292666,5143577108,6623782606,#VALUE!,3658737330,6006096521,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,5776279774,#VALUE!,5178377865,5725607344,6851418949,#VALUE!,#VALUE!,#VALUE!,#VALUE!,6410037167,5722757398,6017155047,6257455969,7713558538,9534840799,11508780742,18351190533,19728510895,18998069054,26063822964,26975045391,34064437253,37332074458,41322072876,37697952571,38140050323,#VALUE!,26459723351
,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Middle East & North Africa (excluding high income),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1279739023,#VALUE!,1313028155,1162680899,1324442000,1697414951,1987283645,2941578916,6688661160,8711619877,6788952579,7937071703,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18812160561,17629274692,17634135757,17027447560,16060547664,15884567917,18339381446,24744199758,26664237618,23978504038,33837838547,44581708723,46512344048,54910532407,65339894573,#VALUE!,#VALUE!,63415653389,#VALUE!,#VALUE!
"Food export, current US$",Middle East & North Africa (excluding high income),#VALUE!,#VALUE!,#VALUE!,451080260.7,#VALUE!,#VALUE!,889375220.1,#VALUE!,991307519.6,1193424315,1213507705,1286856489,1869797653,2628891155,3923744985,3868558590,4126690845,2711986902,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4463934738,4026464962,4983069045,5223198808,4921326841,5084381976,7442517041,7977514397,14202479809,14148184047,#VALUE!,#VALUE!,18365426624,20999631357,21902778046,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Middle East & North Africa (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,1267704823,1390382075,1300680917,1151747471,1311987430,1681453079,1968595954,2913917379,6625763427,8629698977,6725111742,7862434371,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,18635257855,17463495414,17468310767,16863665940,15866152562,15673481605,18109784465,24448871009,26358625686,23611651942,33354971839,43996566897,45842300384,54155228454,64543087331,#VALUE!,#VALUE!,62405496801,#VALUE!,#VALUE!
"Food export, current US$",Middle East & North Africa (IDA & IBRD countries),#VALUE!,#VALUE!,#VALUE!,450292353,#VALUE!,#VALUE!,887821736.9,#VALUE!,989575990,1191339746,1211388055,1284608720,1866531654,2624299237,3916891329,3861801329,4119482701,2707249840,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,4456137526,4019431884,4974365054,5170536381,4896416829,5060336699,7408119475,7934835641,14144749803,14083936586,#VALUE!,#VALUE!,18288332534,20905946679,21800904564,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle East & North Africa (IDA & IBRD countries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Middle income,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,38266973089,29747451274,29296027796,34410654050,42101047606,48976007014,48885265412,43922055430,47796301352,44137526077,56548341563,77998733367,91322259897,95164643826,93456416665,87787986745,96029788136,98229323176,1.03E+11,1.26E+11,1.49E+11,1.63E+11,1.82E+11,2.40E+11,3.12E+11,2.82E+11,3.50E+11,4.46E+11,4.58E+11,4.74E+11,4.81E+11,4.41E+11,4.24E+11
"Food export, current US$",Middle income,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,80483451510,72959310878,66941109034,75464331662,79253022777,87997292832,88213190020,87223116726,91809971730,92690793519,1.08E+11,1.22E+11,1.22E+11,1.25E+11,1.16E+11,1.16E+11,1.20E+11,1.24E+11,1.33E+11,1.58E+11,1.88E+11,2.27E+11,2.57E+11,3.28E+11,4.14E+11,3.59E+11,4.30E+11,5.31E+11,5.70E+11,5.88E+11,6.26E+11,5.96E+11,5.62E+11
,Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Moldova,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,42665399.45,67943349.36,122857297.3,175655779.8,79629510.95,34670889.09,101606220.2,127846967.6,138014270.8,189305631.7,204627401,264418743.5,300901670.4,447345121.7,607423257.8,497605408.5,572688226.2,663014971.6,717594802.2,753258921.5,686689744.8,559496411.1,583115834.9
"Food export, current US$",Moldova,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,377561407.1,534129449.2,675292153.5,583441380.6,474874366.7,316069493.9,290653975.4,358607482.3,409960466.7,467458127.6,522009444.9,777893056.3,661130128.6,769705501.6,938197557.7,951932661,1109244669,1554583612,1261492482,1398794870,1499732172,1233083547,1328273125
,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Monaco,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Monaco,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Mongolia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,64345694.82,76347287.5,83064151.22,60172876.72,101836102.1,114033192.5,#VALUE!,115485299.5,159147849.7,153577112.6,179535101.3,250366326.6,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,577158354,470668306.5,473533110,507358901.6
"Food export, current US$",Mongolia,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,9355798.143,16290004.11,20918846.91,23570413.89,20584677.49,22371318.02,30494814.34,19276311.68,20299518.01,16802817.86,33847710.23,32352368.26,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,37866752.16,43822277.2,62818906.75,95459986.95
,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Montenegro,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
"Food export, current US$",Montenegro,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Morocco,#VALUE!,#VALUE!,127413646.6,114514978.8,142319786.2,165116146.2,154703286.7,163056654.3,147194482.1,104364891,141412470.3,173955512.6,168044714.4,317885544.7,536626885.9,760218340.5,522358070.1,543284879.1,588251413.4,705758673.6,824218863.2,1033291777,703291347.4,633609078.3,803507680.5,673761040.2,604453739.6,568992633.7,606480761.7,710555258.1,676923766.8,711361166.1,1036900278,1152352486,1197826175,1956587157,1832066035,1582097322,1460007317,1316736270,1585393231,1586917440,1663597217,1571396781,1946893910,2194533859,2231349869,3927168822,4994722354,3688939167,4050885918,5588171492,5586503794,4867154698,5651681017,4256378642,5109067504
"Food export, current US$",Morocco,#VALUE!,#VALUE!,163478524.2,195201950.2,215440282,209858284.2,218285229.7,212485884.7,234082749.1,255179687.5,252895059.1,245675464.9,328806363.1,476015097.9,418578749.5,386558343.9,426546883.9,398544882.1,491045231,596682193.8,709545774.2,615254250.2,507950953.3,519633163.3,473188618,560321478.7,734770658.9,779945393.1,920562793.3,865008712,1114213223,1226719785,1075917969,1065510148,1577296242,2160573828,2260811281,2172133921,1518380827,1540149279,1596096043,1503292159,1684305892,1887530762,1889449426,2373060483,2456099031,2930377016,3548882138,3234967678,3377363616,3756185280,3695111008,4142840650,4514741905,4452883752,4773833158
,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Morocco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Mozambique,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,182753734.7,157070445.2,167230943.9,175983957.1,#VALUE!,#VALUE!,162145729.7,140916514.4,182261680.9,237917885.9,299911813.3,360354386.6,394833915.7,541664683.3,569427020.7,580520577.7,533881496,778494141,1125707589,1076840874,1163431875,992116043.7,780581966.4
"Food export, current US$",Mozambique,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,104525645.8,111254142.9,149497226.8,159160480.7,#VALUE!,136817374.5,151870854.6,159825949.6,216205313.8,177879914.6,241015643,249722549,364485475.8,266996284.7,389251670,499581196,472252981,738516768.4,635627751,672287948.1,664732288.6,682936728.3,519961543.6
,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Food import, current US$",Myanmar,#VALUE!,#VALUE!,29355352.16,28866495.83,79770428,36360838.39,20949813.28,17907097.52,5834231.43,9177461.144,10914506.67,12502991.69,7367370.398,7848820.319,18576565.31,14454300.06,17260242.65,22001949.32,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,83813874.64,95373411.1,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,203671273.9,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,395268942.4,823914256.6,1117476171,1012795435,1471047164,1880854811,2890553845
