Country Name,Country Code,Series Name,Series Code,2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Singapore,SGP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1830,11566.66667,13528.57143,13753.0303,16532.30769,16242.85714,16266.66667,4663.333333,3131.25,4373.015873,14201.49206,14445.54386,1053.125,33066.92857
Sint Maarten (Dutch part),SXM,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,Arable land (hectares),AG.LND.ARBL.HA,1410000,1413000,1393000,1391000,1378000,1377000,1382000,1382000,1392000,1391200,1392300,1394000,1394400,1382500
Slovak Republic,SVK,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,83.10638298,78.94833687,83.66690596,80.50395399,91.78156749,89.95061728,75.08393632,78.30969609,85.06393678,95.9373203,106.9194857,113.5710187,109.3932874,110.3349005
Slovenia,SVN,Arable land (hectares),AG.LND.ARBL.HA,168000,173000,176000,176000,178000,175000,183410,184250,184590,184350,183700,185100,184190,184050
Slovenia,SVN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,403.4761905,400.2890173,358.6988636,329.5511364,322.005618,324.5257143,279.8429748,233.834464,266.5691533,256.506645,250.3810561,253.9330092,262.8644335,267.7424613
Small states,SST,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Small states,SST,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,78.96342297,86.4631815,84.03621761,93.37326539
Solomon Islands,SLB,Arable land (hectares),AG.LND.ARBL.HA,15000,16000,16000,16000,16000,16000,17000,18000,19000,19000,20000,20000,20000,20000
Solomon Islands,SLB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Arable land (hectares),AG.LND.ARBL.HA,1200000,1250000,1350000,1350000,1140000,1000000,1100000,1100000,1100000,1000000,1000000,1100000,1100000,1100000
Somalia,SOM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,Arable land (hectares),AG.LND.ARBL.HA,13700000,13600000,13300000,13175000,12600000,12600000,12800000,12660000,12533000,12033000,12500000,12500000,12500000,12500000
South Africa,ZAF,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,61.20489051,55.15007353,60.28759398,47.33100569,62.33642857,61.02174603,56.29320313,60.24747235,53.78097822,60.33740547,59.52336,57.71848,65.01304,58.5116
South Asia,SAS,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia,SAS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,99.76452827,102.4854541,112.1182069,124.2851015,131.3940447,134.6982716,143.7797179,157.7590156,166.4414323,168.211521,153.7400835,150.6856188,157.3829709,164.548129
South Asia (IDA & IBRD),TSA,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Asia (IDA & IBRD),TSA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,99.76452827,102.4854541,112.1182069,124.2851015,131.3940447,134.6982716,143.7797179,157.7590156,166.4414323,168.211521,153.7400835,150.6856188,157.3829709,164.548129
South Sudan,SSD,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Sudan,SSD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Spain,ESP,Arable land (hectares),AG.LND.ARBL.HA,12909000,13017000,13025000,12913000,12720000,12586000,12488000,12497000,12528000,12429000,12570000,12181000,12278000,12338000
Spain,ESP,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,164.4517778,175.2709534,165.4026104,142.1395493,142.3294811,157.7222311,106.5446028,96.92694247,130.6752874,122.6164615,122.5808274,143.5965028,151.3560841,150.5089966
Sri Lanka,LKA,Arable land (hectares),AG.LND.ARBL.HA,936000,950000,900000,1100000,1050000,1000000,1200000,1100000,1200000,1300000,1250000,1300000,1300000,1300000
Sri Lanka,LKA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,304.5630342,259.1842105,287.01,255.2918182,291.3152381,288.525,311.7116667,281.3763636,229.0475,257.3146154,214.089456,169.0832769,255.7290231,302.1870231
St. Kitts and Nevis,KNA,Arable land (hectares),AG.LND.ARBL.HA,7000,7000,7000,3970,3980,3990,4000,4000,4500,5000,5000,5000,5000,5000
St. Kitts and Nevis,KNA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,84.14285714,7.857142857,13.85390428,22.61306533,12.53132832,20.5,12.75,11.33333333,10.4,10.4,8.8,0.386,16.982
St. Lucia,LCA,Arable land (hectares),AG.LND.ARBL.HA,2000,2000,2000,2200,2300,2400,2500,3000,3000,3000,3000,3000,3000,3000
St. Lucia,LCA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,7.2,88,119.3333333,84,261.8433333,112.4366667,257.4033333,115.3366667
St. Martin (French part),MAF,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Martin (French part),MAF,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,Arable land (hectares),AG.LND.ARBL.HA,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
St. Vincent and the Grenadines,VCT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa,SSF,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,11.3903233,12.82048911,10.94900844,13.05702173,12.53152622,12.25055459,12.43157498,14.98531295,14.19825147,14.57958,15.54536429,16.66044896,14.97073671
Sub-Saharan Africa (excluding high income),SSA,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (excluding high income),SSA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,11.39024947,12.82049931,10.94888196,13.05703295,12.53143259,12.25044002,12.43136684,14.98523255,14.19803494,14.579228,15.54508357,16.66019268,14.97014162
Sub-Saharan Africa (IDA & IBRD countries),TSS,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sub-Saharan Africa (IDA & IBRD countries),TSS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,11.3903233,12.82048911,10.94900844,13.05702173,12.53152622,12.25055459,12.43157498,14.98531295,14.19825147,14.57958,15.54536429,16.66044896,14.97073671
Sudan,SDN,Arable land (hectares),AG.LND.ARBL.HA,16519000,18052000,18019000,18750000,18750000,19247000,19321000,19898800,19877700,19865160,19856760,19839960,19823160,19823160
Sudan,SDN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.472486228,3.495457567,4.608968311,2.6752,2.550933333,3.588611212,3.840898504,7.963796812,10.23810602,8.076954829,1.409044577,3.62369279,2.679807861,4.60170326
Suriname,SUR,Arable land (hectares),AG.LND.ARBL.HA,45000,55000,53000,49000,49000,46000,47000,58000,55000,58000,52000,60000,65000,65000
Suriname,SUR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,92.17777778,109.0545455,141.0377358,106.3673469,183.3265306,149.4347826,548.6595745,158.2931034,211.9272727,206.2931034,188.9638462,171.3,220.2895385,98.21538462
Swaziland,SWZ,Arable land (hectares),AG.LND.ARBL.HA,178000,178000,178000,178000,178000,178000,178000,175000,175000,175000,175000,175000,175000,175000
Swaziland,SWZ,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sweden,SWE,Arable land (hectares),AG.LND.ARBL.HA,2677000,2666000,2656000,2694000,2651000,2639000,2626000,2634000,2625000,2610000,2599000,2596000,2588000,2581000
Sweden,SWE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,99.88793425,98.23705926,97.85391566,87.89903489,86.42021879,89.46570671,99.16222391,64.00911162,81.85485714,85.21187739,76.07849173,84.43104777,92.80255023,96.68500581
Switzerland,CHE,Arable land (hectares),AG.LND.ARBL.HA,408300,406900,406500,406200,407000,406600,406300,406000,404500,403900,403800,403700,400200,398300
Switzerland,CHE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,196.2062209,203.3693782,216.4378844,227.9640571,228.6535627,229.8967044,227.272951,190.8300493,218.3831891,208.9551869,167.6360575,179.5072331,184.2596702,187.7048958
Syrian Arab Republic,SYR,Arable land (hectares),AG.LND.ARBL.HA,4593000,4625000,4757000,4675000,4670000,4736000,4699000,4670000,4687000,4662000,4665000,4662000,4662000,4662000
Syrian Arab Republic,SYR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,68.35271065,75.84864865,73.18120664,84.94588235,84.54111349,80.64548142,87.98999787,65.42184154,33.01685513,49.72200772,30.24231726,21.4283698,5.697262977,5.032619048
Tajikistan,TJK,Arable land (hectares),AG.LND.ARBL.HA,781000,782000,778000,757000,737000,746000,741000,751400,750700,747800,734000,735000,730000,730000
Tajikistan,TJK,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,33.94344473,37.82430647,73.94843962,74.12868633,70.44534413,64.11498536,60.59677634,66.78924846,72.97730245,73.34409524,83.98728767,80.29465753
Tanzania,TZA,Arable land (hectares),AG.LND.ARBL.HA,8600000,8540000,9500000,9700000,9700000,10000000,11325700,11500000,11600000,12300000,13600000,13500000,13500000,13500000
Tanzania,TZA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,3.699767442,4.455503513,5.289157895,5.75443299,5.397628866,5.0716,4.67662043,7.524608696,8.786637931,8.606910569,7.699411765,4.674888889,8.845660741,8.845260741
Thailand,THA,Arable land (hectares),AG.LND.ARBL.HA,15389000,15200000,15200000,15200000,15200000,15200000,15250000,15695000,15760000,15760000,16560000,16810000,16810000,16810000
Thailand,THA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,110.5225161,149.1803947,131.6952632,112.7269079,117.3998684,124.9528947,130.5175738,122.0593183,162.1557107,159.165165,170.8615254,183.9414277,171.0210369,157.137119
Timor-Leste,TLS,Arable land (hectares),AG.LND.ARBL.HA,145000,150000,170000,170000,170000,160000,160000,160000,150000,150000,160000,155000,155000,155000
Timor-Leste,TLS,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Togo,TGO,Arable land (hectares),AG.LND.ARBL.HA,2375000,2350000,2325000,2100000,2100000,2310000,2340000,2400000,2460000,2460000,2650000,2650000,2650000,2650000
Togo,TGO,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,5.172631579,7.48893617,3.39311828,9.683809524,5.48,6.282251082,0.00042735,6.161666667,8.961788618,10.20284553,5.25649434,11.68861887,2.811660377,3.100015094
Tonga,TON,Arable land (hectares),AG.LND.ARBL.HA,15000,15000,15000,15000,16000,16000,16000,17000,17000,17000,18000,18000,18000,18000
Tonga,TON,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,12.93333333,301.5333333,98.06666667,95,45.875,9.5,10.125,261.4117647,239.1764706,108.3529412,319.0961111,615.3683333,35.84222222,36.66666667
Trinidad and Tobago,TTO,Arable land (hectares),AG.LND.ARBL.HA,30000,30000,26000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000,25000
Trinidad and Tobago,TTO,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,796.6666667,150.7333333,84.88461538,160.84,939.8,67.84,868,274.96,659.68,111.24,276,308,360,356
Tunisia,TUN,Arable land (hectares),AG.LND.ARBL.HA,2771000,2790000,2791000,2730000,2763000,2733000,2835000,2707000,2823000,2839000,2848000,2853000,2900000,2900000
Tunisia,TUN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,25.21508481,36.34014337,36.14295951,64.08901099,34.54288817,27.11781925,34.37636684,43.52789065,40.39567836,51.42338852,53.3921875,38.72962846,32.2053931,32.81504483
Turkey,TUR,Arable land (hectares),AG.LND.ARBL.HA,23994000,23372000,23871000,23830000,22981000,21979000,21555000,21351000,21384000,20539000,20577000,20574000,20706000,20645000
Turkey,TUR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,72.79594899,84.29466883,85.62753969,86.75933697,91.83734389,90.34046135,71.97248898,104.5661562,98.3756547,89.94113637,100.3464062,112.3813551,105.2683763,106.6682974
Turkmenistan,TKM,Arable land (hectares),AG.LND.ARBL.HA,2040000,2040000,2040000,2040000,2040000,2040000,1990000,1990000,1940000,1940000,1940000,1940000,1940000,1940000
Turkmenistan,TKM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,Arable land (hectares),AG.LND.ARBL.HA,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Turks and Caicos Islands,TCA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,UGA,Arable land (hectares),AG.LND.ARBL.HA,5600000,5850000,5950000,5950000,6100000,6250000,6450000,6600000,6750000,6850000,6900000,6900000,6900000,6900000
Uganda,UGA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,1.332678571,1.595042735,1.471932773,0.967394958,1.25442623,1.19952,2.942015504,2.082727273,1.719407407,1.761751825,2.125192754,2.4417,1.819995652,2.381031884
Ukraine,UKR,Arable land (hectares),AG.LND.ARBL.HA,32544000,32480000,32482000,32452000,32446000,32434000,32474000,32478000,32477000,32499000,32518000,32526000,32531000,32541300
Ukraine,UKR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,15.94939159,15.77835591,16.41801613,17.19246888,21.55365839,27.63889745,32.78684486,27.30340538,32.65818887,38.87227299,41.40875823,45.92356884,45.2380806,43.48351172
United Arab Emirates,ARE,Arable land (hectares),AG.LND.ARBL.HA,75000,64000,63000,68000,50600,44600,51600,49900,50600,45100,37100,37500,37500,37500
United Arab Emirates,ARE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,672.2666667,939.375,495.5555556,218.5441176,911.4624506,1104.932735,423.6434109,1324.849699,674.9011858,757.6496674,848.2479784,1033.866667,853.0666667,853.0666667
United Kingdom,GBR,Arable land (hectares),AG.LND.ARBL.HA,5786000,5659000,5819000,5729000,6094000,6085000,6005000,6049000,5970000,6062000,6212000,6265400,6233500,6011000
United Kingdom,GBR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,319.050121,314.1897862,287.3345936,272.8224821,254.1844437,254.0673788,208.1598668,239.8743594,251.9262982,238.700099,235.0289762,246.5923963,243.3624769,246.8807187
United States,USA,Arable land (hectares),AG.LND.ARBL.HA,172977000,171634000,167056000,165115000,160441300,161880000,161812600,157960700,155926200,151669300,155107500,152241700,154265500,152262500
United States,USA,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,112.5172711,119.5608096,122.6708409,118.5997638,126.1956865,123.2690882,112.4273202,108.492815,117.1244153,132.3323903,132.587412,137.8995045,135.6514516,137.0272785
Upper middle income,UMC,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Upper middle income,UMC,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,130.5658924,139.20217,144.2450222,141.0247655,148.3058214,158.7484262,156.6813008,155.6445816,167.6550135,174.3079534,180.2633804,180.3072554,182.003671,174.2776457
Uruguay,URY,Arable land (hectares),AG.LND.ARBL.HA,1381000,1385000,1389000,1392000,1396000,1476000,1826000,2195000,2033000,2352000,2153000,2424000,2410600,2410600
Uruguay,URY,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,61.02679218,110.6296029,129.9884809,140.5560345,148.6969914,139.5115176,104.4140197,93.92574032,145.7835711,131.5880102,178.7290989,240.1461345,189.6907533,109.2552891
Uzbekistan,UZB,Arable land (hectares),AG.LND.ARBL.HA,4484000,4500000,4500000,4400000,4400000,4350000,4320000,4300000,4350000,4300000,4400000,4400000,4400000,4400000
Uzbekistan,UZB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,162.5,166.6864368,173.0196759,193.3355814,182.5811494,204.7504651,196.6852273,214.4995455,224.8665909,228.4011364
Vanuatu,VUT,Arable land (hectares),AG.LND.ARBL.HA,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000,20000
Vanuatu,VUT,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Venezuela, RB",VEN,Arable land (hectares),AG.LND.ARBL.HA,2500000,2600000,2650000,2655000,2655000,2659000,2700000,2600000,2700000,2700000,2700000,2700000,2700000,2700000
"Venezuela, RB",VEN,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,144.37,168.8603846,159.5343396,166.7510358,122.7156309,135.4983076,177.9740741,166.1769231,170.6888889,170.3703704,190.1574074,192.702,181.8827963,183.4675259
Vietnam,VNM,Arable land (hectares),AG.LND.ARBL.HA,6600000,6581000,6469500,6358000,6348000,6309600,6282500,6300000,6437400,6437600,6401300,6422800,6409500,6998000
Vietnam,VNM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,304.9639394,342.3026896,403.9071026,292.265335,300.1652489,353.0065297,305.6986868,407.72,323.3497996,309.5481235,352.2604643,489.9445569,434.6016288,438.916619
Virgin Islands (U.S.),VIR,Arable land (hectares),AG.LND.ARBL.HA,2000,2000,2000,2000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
Virgin Islands (U.S.),VIR,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,Arable land (hectares),AG.LND.ARBL.HA,102000,101000,102000,99000,94000,87000,83000,63350,43700,43500,46150,45150,64000,64000
West Bank and Gaza,PSE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Arable land (hectares),AG.LND.ARBL.HA,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,106.3669269,111.4043628,114.819696,114.106493,117.8225723,124.4707383,120.0909254,119.5778823,129.1651177,133.9130307,134.9806398,137.0047613,139.0576931,137.6061338
"Yemen, Rep.",YEM,Arable land (hectares),AG.LND.ARBL.HA,1415000,1252000,1325000,1287000,1374000,1365000,1245000,1171000,1291000,1161000,1253000,1248000,1248000,1248000
"Yemen, Rep.",YEM,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,8.197879859,4.496805112,13.66415094,3.808080808,8.423580786,21.40659341,14.63453815,12.04099061,19.45778466,12.40310078,15.39599362,28.81302885,20.73508013,9.092227564
Zambia,ZMB,Arable land (hectares),AG.LND.ARBL.HA,2582000,2874000,2862000,2727000,3013000,2949000,3052000,3550000,3400000,3600000,3800000,3700000,3800000,3800000
Zambia,ZMB,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,26.07474826,26.17292971,29.90461216,27.98386505,25.67706605,32.33435063,38.65661861,25.77774648,29.17352941,46.14722222,37.62609474,48.97213784,50.46685789,55.91819737
Zimbabwe,ZWE,Arable land (hectares),AG.LND.ARBL.HA,3650000,3650000,3800000,3900000,4100000,4000000,4250000,4100000,4000000,4200000,4000000,4000000,4000000,4000000
Zimbabwe,ZWE,Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,35.70136986,40.00876712,22.72421053,21.79948718,32.35634146,27.03525,21.99411765,28.77804878,34.083,26.54833333,18.25,18.975,25.45,22.9
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Data from database: World Development Indicators,,,,,,,,,,,,,,,,,
Last Updated: 05/21/2018,,,,,,,,,,,,,,,,,
