Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Cyprus,93.54,96.22,98.54,92.02,101.45,102.45,101.95,114.96,112.66,119.7,122.04,124.91,127.92,106.88,110.45,109.22,104.31,100.57,99.32,99.71,103.1,107.13,107.1,104.61,101.73,102.11,101.81,101.75,102,100,100,102.77,102.58,101.2,101.59,100.85,96.2,94.67,93.41,82.83,84.28,83.14,81.65,81.54,77.12,77.87,75.22,75.28,69.1,66.94,65.57,63.47,61.2,63.44
Greece,76.76,79.64,81.79,85.05,85.69,88.52,89.19,90.34,91.73,93.77,94.74,95.29,97.8,99.85,101.08,100.58,101.01,103.8,103.24,102.92,102.36,103.68,104.53,104,105.32,103.77,101.88,103.26,102.41,101.64,100,100.3,96.91,98.65,98.7,101.12,98.56,96.29,95.04,94.71,92.95,92.62,92.99,91.58,89.95,87.22,88.09,82.35,80.29,78.46,77.39,75.89,75.86,75.44
Italy,124.63,124.47,125.16,123.91,125.77,125.03,123.9,121.85,120.02,118.59,117.67,117.61,115.64,111.61,113.32,112.42,113.54,117.69,117.14,112.43,109.94,109.32,109.7,110.3,108.24,109.21,109.59,105.39,100.8,99.4,100,97.55,94.51,91.89,90.26,89.95,87.24,86.39,85.49,83.5,81.35,80.29,77.57,77.14,73.14,71.9,70.31,65.42,63.01,61.47,60.41,59.08,58.13,56.45
Malta,75.34,71.39,67.14,66.52,62.28,60.63,60.24,57.81,59.14,46.16,55.32,59.13,69.82,71.51,88.09,82.38,93.35,106,114.78,113.29,115.1,109.76,120.07,118.51,126.38,112.98,106.77,114.08,102.56,112.91,100,99.2,101.08,101.87,102.85,102.92,106.23,107.8,108.92,110.53,113.58,89.87,93.8,93.59,94.38,95.96,96.53,99.09,106.22,101.33,102.33,103.1,108.47,96.36
Portugal,74.5,74.99,74.51,74.78,74.65,77.61,77.05,78.6,77.96,77.46,81.23,84.67,86.65,86.95,90.48,93.53,97.83,100.78,104.46,108.75,110.03,107.77,104.62,101.19,102.75,103.18,103.68,104.4,100.43,101.75,100,96.97,98.07,97.46,95.46,95.94,95.01,96.94,94.57,92.54,91.15,88.69,86.53,84.2,81.55,79.12,79.36,75.96,73.62,73.1,73.01,73.65,74,73.37
Spain,93.25,95.29,97.69,98.14,100.23,102.55,105.55,108.65,109.5,108.06,112.23,112.29,113.4,113.04,110.7,110.04,105.61,107.96,107.54,106.45,101.21,102.03,101.98,104.04,104.3,104.1,106.18,105.49,103.69,102.05,100,95.43,97.11,96,92.41,95.34,96.17,97.46,95.74,94.06,92.34,92.74,93.99,92.91,88.83,88.33,88.97,79.89,80.27,79.85,77.53,77.28,76.45,74.93
Albania,44.99,45.53,46.09,49.67,52.62,57.33,63.15,73.25,73,77.5,77.98,80.13,83.79,87.98,92.1,98.05,101.61,108.59,109.31,108.4,112.63,116.92,120.43,119.65,118.59,121.19,121.09,123.97,129.63,125.84,100,99.25,98.76,102.27,101.9,97.56,92.99,102.18,97.28,100.46,101.95,106.14,102.11,108.33,100.91,106.76,103.1,99.97,101.38,104.89,105.61,108.27,107.39,109
Bulgaria,73.07,73.61,77.96,86.35,87.2,94.83,95.88,97.78,98.73,97.87,99.96,102.49,102.49,103.63,107.62,109.95,108.97,108.95,111.07,110.68,114.59,114.38,113.93,114.13,109.81,108.63,107.33,110.16,107.79,102.19,100,83.98,73.62,71.77,67.51,68.85,69.98,65.85,65.05,60.61,61.23,60.69,55.21,59.06,57.22,53.83,52.03,48.45,50.77,50.72,47.84,47.64,46.99,47.48
"Czechslovakia, former",88.9,90.52,93.9,94.86,97.67,98.92,100.32,105.94,106.22,106.77,108.66,113.41,112.23,115.97,118.31,116.88,117.74,120.51,124.4,123.63,123.12,119.7,121.79,121.96,120.97,119.31,115.5,118.77,117.23,114.37,100,92.57,83.57,89.79,86.89,86.29,83.29,81.05,76.71,75.66,77.12,75.22,71.65,71.97,70.06,65.79,66.56,64.17,63.27,60.81,62.69,60.79,61.46,60.91
Hungary,82.22,84.82,85.28,89.22,89.77,90.51,97.96,102.76,100.5,105.33,111.9,112.45,113.14,120.43,121.24,116.83,123.38,123.28,122.91,120.57,121.25,123,125.98,126.28,119.56,117.8,119.23,117.64,115.3,103.43,100,86.36,84.9,88.07,87.59,90.33,88.76,87.24,89.74,86.99,86.88,87.83,86.55,84.89,81.77,79.38,77.12,73.05,72.54,71.87,71.83,71.74,71.93,72.33
Poland,84.83,83.1,85.83,88.16,90.36,94.92,99.29,103.06,108.14,108.16,111.64,118.43,125.04,129.4,128.55,128.21,127.59,130.53,127.49,123.19,123.67,119.59,117.98,120.94,121.76,124.45,122.89,122.45,122.35,106.3,100,95.33,94.21,93.98,96.25,93.72,93.1,92.61,88.34,85.91,85.98,82.95,83.27,84.44,83.27,82.48,85.73,83.9,82.74,78.77,78.96,76.59,76.28,76.69
Romania,55.8,56.15,61.61,63.13,67.83,72.06,76.02,77.64,78.83,82.55,87.77,91.45,95.01,96.68,100.58,106.3,108.28,112.26,114.38,111.75,115.94,120.45,117.5,123.08,122.05,118.95,119.21,119.42,113.42,108.72,100,100.18,94.65,93.25,92.11,92.02,91.73,90.83,88.87,84.73,85.43,82.57,84.51,84.11,84.76,83.01,81.65,79.84,77.58,74.9,77.59,77.15,77.17,75.89
"Yugoslavia, former",80.16,82.58,86.37,89.15,88.28,89.08,90.94,91.85,91.86,96.31,99.57,100.96,101.41,104.07,104.71,105.33,110.45,110.1,110.62,108.15,112.79,112.95,116.08,118.98,113.58,112.33,109.99,108.79,104.98,100.6,100,78.34,78.11,79.5,81.89,80.59,85.89,81.93,81.74,73.73,80.51,76.33,71.35,77.93,76.85,70.59,67.59,70.38,66.48,66.29,65.09,64.59,63.05,61.96
Algeria,79.08,78.12,75.75,75.48,75.8,76.45,78.54,78.66,79.68,79.66,82.14,82.87,82.68,82.7,84.53,85.37,85.42,85.67,86.42,87.18,85.52,85.28,87.63,94.34,101.92,104.76,106.57,100.8,100.16,101.78,100,100.61,107.22,107.27,97.15,96.44,108.62,114.65,116.14,117.19,121.04,123.61,124.96,122.09,125.52,123.94,122.75,103.58,136.46,142.63,145.28,155.45,157.15,158.6
Egypt,67.39,67.5,68.08,69.13,71.82,73.27,74.04,75.79,77.4,78.33,78.82,80.05,80.86,81.84,82.72,82.5,82.18,83.32,83.82,85.02,87.83,91.3,93.28,94.33,96.19,98.72,99.2,99.91,100.27,100.1,100,101.51,109.05,108.64,114.75,115.24,115.53,116.99,120.62,121.77,125.46,126.35,128.5,133.89,134.57,134.87,132.63,133.74,136.46,136.1,138.02,136.25,137.37,137.27
Libya,72.53,74.33,74.03,75.18,76.1,77.57,78.26,77.95,77.63,78.04,79.82,81.78,84.94,88.36,93.3,94.11,95.31,96.63,100.73,100.61,102.24,105.44,107.52,104.76,103.22,105.45,107.15,104.41,102.23,100.49,100,98.7,101.89,94.75,97.67,93.38,94.01,91.88,93.39,92.32,107.12,102.58,77.19,88.98,86.15,88.51,87.19,82.8,90.87,93.04,93.03,91.58,82.07,72.49
Morocco,61.06,62.55,63.1,63.64,64.72,65.1,67.25,69.58,69.8,70.54,75.01,73.7,74.88,76.67,78.43,79.87,80.45,83.39,83.98,85.35,85.02,84.95,86.92,86.93,91.59,94.75,95.07,97.69,98.16,100.43,100,98.3,99.94,99.01,101.12,105.16,106.44,107.96,109.98,110.18,108.17,110.7,114.18,113.39,112.12,112.95,113.33,107.86,110.01,116.41,117.68,119.67,122.66,121.91
Tunisia,71.66,72.41,72.32,72.96,73.78,74.43,74.77,74.78,75.86,77.06,78.53,80.74,82.41,84.09,85.59,86.67,88.14,87.89,87.24,87.43,92.34,93.53,91.37,94.1,95.01,96.7,96.96,97.29,96.12,96,100,102.46,103,103.9,106.29,110.34,111.67,114.33,117.59,118.35,116.19,118.52,118.57,123.09,127.88,129.77,131.92,128,132.76,136.22,137.39,138.44,137.51,136.66
Bahrain,57.03,57.6,57.83,53.75,53.68,54.57,55.04,55.48,56.08,49.3,51.43,58.62,60.34,60.52,71.28,81.51,84.4,87.68,90.13,97.3,90.68,86.49,91.91,87.98,91.99,92.14,91.38,101.49,106.06,97.73,100,114.82,118.43,112.87,113.81,110.52,110.69,105.25,97.16,100.52,100.4,105,101.44,110.26,102.37,107.53,91.91,97.12,109.76,111.14,113.87,115.96,124.95,114.21
Iran,49.14,50.34,50.78,51.69,52.61,53.74,55.04,55.69,56.23,57.02,58.51,60.02,63.47,64.61,65.02,65.61,66.54,65.85,68.69,66.88,71.24,75.44,79.68,82,84.71,87.87,90.41,92.59,98.1,97.83,100,101.57,97.93,100.3,101.68,104.19,110.45,109,109.93,111.7,113.66,114.82,119.61,124.8,126.14,133.05,129.72,127.32,125.84,128.08,119.38,117.42,114.33,117.58
Iraq,82.49,82.68,86.1,87.78,90.27,94.22,98.45,101.86,104.67,106.43,106.98,109.09,105.92,107.18,106.33,106.35,106.13,105.58,104.3,102.81,105.2,106.47,109.19,117.57,119.02,119.85,121,121.91,118.15,115.24,100,102.57,110.02,109.46,111.38,109.76,109.56,111.06,109.36,106.71,116.73,124.33,78.87,58.18,96.04,101.71,97.53,94.69,94.3,94.57,98.85,94.62,107.6,102.18
Israel,91.84,92.93,95.4,95.7,95.59,96.62,97.22,97.27,97.95,98.47,98.88,99.5,100.71,102.19,104,104.61,105.19,104.01,103.37,102.54,102.47,102.8,102.18,104.02,101.59,101.83,101.38,102.97,102.62,101.1,100,100.54,102.07,104.34,103.53,102.89,103,100.84,97.81,98.34,98.26,97.85,98.82,101.69,98.15,97.12,93.41,91.71,91.7,90.43,90.76,89.97,89.13,87.77
Jordan,63.3,65.3,67.24,69.91,72.89,74.83,72.34,73.35,77.53,76.71,77.28,78.26,78.66,76.55,77.16,76.16,75.22,74.4,75.24,72.14,69.25,78.21,81.75,82.01,85.68,82.1,88.32,98.5,97.47,94.92,100,113.05,116.17,115.22,117.06,112.86,112.01,112.36,115.18,110.59,111.61,120.8,124.06,93.3,105.59,94.81,98.53,104.04,119.99,118.64,120.73,125.11,128.52,130.33
Kuwait,24.17,24.34,24.64,29.79,30.82,31.84,33.16,38.55,40.82,42.06,46.93,47.93,48.42,55.38,55.25,60.82,62.24,67.8,74.83,75.91,86.74,102.86,103.16,111.2,126.21,128.09,128.31,146.28,133.89,130.8,100,115.01,124.63,136.61,139.33,152.74,147.03,154.35,160.26,165.32,231.15,186.99,187.07,202.49,205.93,264.36,273.89,281.31,252.2,225.61,225.69,231,240.55,235.1
Lebanon,122.62,123.47,128.09,129.9,130.97,131.11,129.81,128.17,126.51,126.22,128.61,131.07,132.6,129.4,121.9,117.84,117.63,121.34,122.55,121.92,121.69,125.88,121.5,121.08,114.36,105.19,103.76,102.81,102.11,97.55,100,101.07,101.68,99.51,106.91,112.3,113.47,110.27,114.95,110.04,111.03,103.18,106.87,106.99,99.89,97.22,98.94,95.54,104.59,97.29,98.67,102.12,99.39,95.99
Oman,25.06,25.3,25.94,26.68,26.91,27.22,28.43,29.42,30.02,29.67,31.62,33.73,36.12,38.22,41.64,43.02,45.8,49.29,51.46,53.35,58.48,60.45,64.43,67.39,72.68,74.65,74.78,83.33,86.9,94.3,100,101.07,104.16,110.59,114.14,113.12,116.29,117.68,117.7,111.48,111.85,109.09,115.01,121.37,111.98,114.12,109.11,124.29,147.7,150.52,158.1,164.5,180.4,95
Qatar,22.26,22.62,23.13,26.72,27.11,27.54,28.1,28.47,31.84,32.22,32.66,32.97,33.43,37.53,38.2,39.24,37.94,38.41,38.82,44.17,46.96,51.87,55.21,64.36,64.39,68.21,72.42,80.35,91.97,93.42,100,95.13,99.38,106.17,107.12,88.48,90.5,81.76,80.47,78.37,89.2,92.32,92.15,99.43,96.75,124.15,137.2,180.27,123.22,146.55,127.16,129.89,133.02,124.37
Saudi Arabia,26.33,26.96,27.95,29.35,30.53,31.68,31.27,32.75,33.73,34.81,35.06,35.92,37.98,40.06,40.85,42.85,44.96,47.05,50.2,53.16,61.83,70.01,81.25,87.59,94.97,100.29,100.99,99.42,100.41,97.1,100,103.67,108.59,105.11,101.88,101.63,102.05,95.03,95.98,97.76,95.79,96.9,100.33,97.07,97.32,99.78,100.66,86.09,80.6,79.69,78.85,77.05,74.73,78.03
Syria,50.63,52.09,54.25,55.97,56.82,55.83,56.8,57.48,58,59.27,60.08,60.75,60.04,61.46,61.27,63.64,63.56,64.93,66.36,67.76,68.93,72.3,74.98,78.78,81.67,84.17,87.61,90.44,91.57,96.76,100,104.67,107.18,112.52,116.63,113.86,110.95,115.12,120.18,121.18,116.45,125.97,121.69,132.67,137.51,130.19,132.94,126.33,132.14,130.48,131.23,119.73,83.8,78.92
Turkey,58.88,59.34,61.38,62.13,63.27,64.89,66.47,68.21,70.17,70.16,71.18,73.06,74.16,74.76,76.71,78.75,79.97,81.21,82.72,82.78,84.43,87.48,89.11,91.92,91.54,91.57,96.15,97.13,99.22,100.69,100,100.79,99.91,98.18,100.28,101.96,102.16,105.33,106.5,103.52,98.04,100.21,102.56,104.19,103.69,103.91,101.09,94.45,99.8,99.07,97.96,102.44,105.84,104.52
United Arab Emirates,11.7,11.74,12.4,12.48,13.47,14.32,14.5,15.03,15.28,15.38,17.33,18.4,20.76,22.44,24.05,25.04,26.83,29.54,32.01,34.54,41.08,43.26,48.47,50.07,55.95,54.54,64.01,72.03,83.75,93.68,100,108.77,112.74,121.37,128.09,130.44,132.19,135.97,155.12,168.23,166.92,188.32,200.73,170.9,150.8,198.8,207.74,184.23,231.18,198.46,193.38,204.64,210.8,208.38
Yemen,52.36,53.3,54.24,55.89,57.43,58.42,59.3,59.68,59.64,60.26,61.68,62.89,64.57,66.34,69.91,69.19,69.88,73.38,75.14,75.5,78.03,79.14,81.8,85.43,86.74,86.61,81.7,89.79,91.81,99.27,100,100.45,101.28,103.83,106.92,102.03,113.85,114.57,114.06,118.21,120.76,111.95,93.33,129.79,94.45,120.17,154.29,136.62,131.04,153.74,130.37,129.17,157.32,151.28
Australia,80.14,81.92,84.75,89.02,91.14,92.41,93.3,94.68,95.13,95.31,97.13,99.13,98.96,94.83,95.05,98.47,96.57,98.26,99.04,98.19,97.42,98.55,97.08,99.16,98.98,99.37,100.5,101.41,101.96,101.09,100,102.38,101.3,103.85,99.72,97.68,100.8,104.07,104.62,106.4,108.87,105.83,104.36,106.04,107.69,104.71,101.41,99.47,98.3,97.24,103.08,102.62,102.81,104.62
New Zealand,81.51,82.11,84.35,88.09,88.97,88.65,89.11,93.24,94.15,94.46,96.15,99.16,101.75,96.76,99.05,100.36,99.86,102.38,100.1,100.13,100.13,102.84,103.19,104.12,103.85,103.66,103.1,98.97,98.75,98.37,100,99.64,103.22,103.05,104.28,103.38,104.86,103.98,104.75,104.16,111.06,110.23,108.21,110.09,108.47,104.48,109.08,108.99,111.35,114.87,112.53,114.42,118.64,121.74
Estonia,NA,NA,NA,NA,65.54,67.8,69.18,72.31,74.47,78.43,79.41,82.11,83.58,84.48,86.63,88.15,91.23,93.51,95.75,98.16,98.89,98.4,100.24,100.8,102.59,102.05,102.13,101.34,103.02,105.46,100,90.43,80.1,65.14,58.6,58.35,59.66,58.48,56.59,60.11,57.5,54.09,46,45.5,46.46,41.44,46.05,44.91,44.91,42.87,44.8,44.37,45.49,45.5
Latvia,NA,NA,NA,NA,72.41,75.39,76.68,78.2,80.28,85,85.31,88.11,89.95,90.91,91.47,94.17,97.56,98.93,100.84,101.95,103.42,103.51,104.91,104.56,107.11,109.39,110.54,109.19,111.09,108.69,100,78.18,72.39,63.55,47.89,53.77,53.47,50.39,45.93,47.39,47.34,48.63,48.12,49.13,51.56,49.98,52.07,48.95,46,44.82,48.07,48.17,48.73,48.46
Lithuania,NA,NA,NA,NA,71.9,73.79,75.28,77.5,79.42,84.22,84.57,88.38,89.84,90.95,89.97,92.32,95.28,96.19,96.87,97.62,97.94,99.3,100.98,101.73,104.26,106.85,106.34,104.38,104.56,105.55,100,83.37,82.93,74.15,74.03,76.66,80.45,80.17,73.66,70.04,61.08,62.61,63.06,61.16,65.42,60.31,64.26,61.37,64.49,61.89,63.29,62.47,62.53,62.67
Armenia,NA,NA,NA,NA,79.49,82.7,84.75,86.16,88.67,90.96,92.61,95.38,97.57,99.93,101.12,103.54,105.62,106.44,107.65,108.48,109.37,110.34,114.55,115.7,117.17,118.65,116.38,111.89,104.37,100.43,100,79.23,73.06,69.95,71.12,71.85,69.94,70.65,68.95,70.66,69.74,67.52,65.49,83.73,83.89,82.99,87.85,79.94,80.01,77.66,78.93,79.87,82.54,82.75
Azerbaijan,NA,NA,NA,NA,67.09,70.01,71.38,72.91,73.82,75.79,77.69,80.47,83.32,86.23,87.27,88.77,91.09,92.2,92.22,92.68,95.16,97.52,99.84,100.92,103.99,107.39,109.57,109.82,110.82,103.88,100,80.38,74.29,71.09,70.42,67.03,58.47,68.2,73.84,67.11,78.39,82.63,89.76,87.9,83.19,86.5,89.64,95.96,96.33,95.39,98.22,99.03,100.1,102.4
Georgia,NA,NA,NA,NA,82.57,85.77,88.67,90.37,92.05,94.68,96.99,99,101.84,103.73,104.64,105.88,107.82,109.08,109.6,109.55,110.98,113.9,114.73,113.59,118.41,120.43,118.93,115.53,113.14,107.02,100,79.9,68.28,65.12,66.41,71.58,71.77,74.07,78.38,77.67,78.63,81.77,83.1,72.85,72.92,69.97,70.89,67.62,66.1,63.9,68.34,69.85,73.01,75.12
Kyrgyzstan,NA,NA,NA,NA,69.23,71.84,73.54,76.02,77.67,79.03,80.38,82.5,83.03,84.75,85.52,86.72,88.16,88.72,89.52,90.47,91.95,93.89,94.91,95.76,99.15,101.59,103.85,104.78,106.58,101.94,100,85.64,80.04,74.01,68.75,67.23,70.03,72.85,75.29,76.29,69.45,69.18,67.41,65.02,64.13,65.7,62.89,66.61,81,77.84,78.64,78.9,81.07,80.9
Tajikistan,NA,NA,NA,NA,63.73,65.79,67.48,69.98,71.24,72.24,74.54,76.45,77.57,78.81,79.59,81.62,83.1,84.25,85.18,86.3,88.64,90.85,92.71,93.86,95.56,97.4,100.73,101.34,103.47,97.94,100,79.85,77.09,73.64,73.67,70.61,70.2,67.06,60.89,63.13,64.14,69.74,73.54,76.44,82.53,83.92,83.83,88.38,93.64,95.6,95.29,91.13,93.22,97.34
Turkmenistan,NA,NA,NA,NA,50.84,52.78,54.96,57.02,58.94,59.33,61.78,63.45,65.06,66.58,67.92,69.76,70.88,72.34,73.24,74.67,76.59,78.16,80.16,81.88,83.59,89.17,92.98,94.31,99,99.7,100,103.19,105.18,104.83,105.22,95.35,95.92,96.52,109.95,115.1,122.61,131.81,139.52,145.45,151.38,161.7,157.64,163.21,156.47,153.76,146.08,147.82,148.73,149.77
Uzbekistan,NA,NA,NA,NA,55.88,57.81,60.01,61.37,63.14,64.1,65.43,67.32,68.58,69.6,71.36,73.32,74.91,76.46,77.49,79.63,82.18,85.32,87.52,90.09,91.84,93.23,95.31,95.42,98.17,97.27,100,95.89,93.86,89.87,89.41,86.73,90.27,88.62,87.6,84.95,86.66,90.73,92.98,94.07,99.47,102.35,105.45,108.6,109.49,114.04,117.78,121.81,125.55,129.24
Belarus,NA,NA,NA,NA,69.29,71.55,75.9,78.75,81.64,86.56,87.38,90.34,92.31,94.69,95.04,98.71,101.12,101.47,101.44,101.69,102.88,103.78,104.94,105.55,108.83,110.78,109.33,108.36,107.92,107.24,100,97.29,88.36,82.65,78.34,79.7,77.29,75.41,69.25,71.66,69.24,66.68,64.47,68.54,67.53,69.41,70.79,74.91,74.23,72.02,72.96,73.24,71.8,70.94
Kazakhstan,NA,NA,NA,NA,61.44,63.2,63.01,67.81,68.67,73.63,73.59,76.87,80.91,84.25,84.22,86.06,88.36,90.09,91.63,93.89,95.8,97.13,102.25,102.3,106.46,109.89,111.03,111.32,112.03,103.15,100,86.69,75.95,62.7,53.71,50.06,38.48,27.18,32.38,39.04,42.44,43.68,44.49,44.17,43.13,43.67,44.73,44.04,46.61,44.83,51.06,49.98,49.41,48.67
Moldova,NA,NA,NA,NA,64.49,66.55,68.93,72.34,75.52,82.48,84.67,89.47,92.57,95.66,94.73,97.07,99.25,102.85,105,108.41,108.93,109.91,112.34,111.34,113.79,116.37,113.41,110.87,112.57,105.59,100,101.54,99.23,93.33,94.19,86.59,67.17,59.1,51.13,55.08,57.43,56.03,51.89,51.27,51.57,48.85,47.2,45.64,44.07,41.55,46.12,43.14,51.43,53.21
Russian Federation,NA,NA,NA,NA,66.6,69.49,71.55,74.24,77.26,81.2,81.99,85.26,87.82,89.21,91.04,94.01,96.63,97.74,98.34,100.21,100.47,101.49,103.75,104.34,106.64,109.38,109.03,108.29,109.12,105.46,100,93.38,85.97,73.46,71.1,63.04,61.29,55.7,55.26,57.37,57.9,55.43,54.71,53.83,52.78,52.09,49.9,54.05,52.45,46.76,52.83,52.19,51.73,50.74
Ukraine,NA,NA,NA,NA,69.7,72.14,74.26,77.69,80.08,85.03,86.65,90.3,93.18,95.36,94.87,97.69,100.65,99.95,100.52,101.89,101.43,102.74,104.76,104.21,106.75,109.25,108.91,107.44,107.51,105.56,100,93.44,86.77,81.35,75.86,66.17,64.09,61.93,56.45,57.29,55.35,59.57,57.06,60.56,58.41,58.63,57.01,61.15,56.32,60.73,69.88,69.09,70.09,60.57
"USSR, former",48.11,53.05,54.38,59.65,64.39,67.05,69.55,72.2,74.78,78.53,79.86,83.37,85.84,87.65,87.81,91.96,94.69,95.56,95.87,97.01,97.33,98.62,101.01,101.45,104.4,107.4,107.83,106.63,105.73,104.8,100,91.67,84.45,75.52,71.9,65.81,64.96,61,59.31,61.32,61.91,61.69,61.15,62.23,61.54,61.86,60.98,65.05,63.5,61.22,67.9,67.7,68.11,66.47
