Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Switzerland,112700,120000,121000,126000,133000,133000,144800,147300,150900,147000,152800,154500,155800,140400,141300,152400,157700,179800,185100,182100,169400,170100,177000,179900,179700,173200,177300,177500,177000,167900,159000,152000,151000,145000,135000,125000,121000,120000,102000,99000,102000,94000,95000,95000,95000,95000,87500,77000,75300,73800,80000,80000,86900,84900
United Kingdom,1402800,1415200,1459900,1469200,1437900,1579100,1658300,1668100,1676600,1827800,1798700,1834600,2088500,1658400,1838100,1929300,2009000,2130400,2291000,2140500,2358000,2545000,2617000,2590000,2516000,2650000,2484000,2451000,2511000,2388000,2171000,2003000,2075000,2219000,2191000,2376000,2270000,2081000,1996000,1840000,1870000,1788000,1785000,1685200,1598500,1550000,1576000,1257200,1454000,1476500,1450700,1456500,1543000,1519000
Cyprus,17700,19600,20400,11500,19100,18200,16300,30000,20600,27400,26500,30000,35200,13600,28800,28100,21500,17000,17000,14900,15900,19200,19900,17900,18200,20000,20600,21800,22900,22600,22200,28400,26200,26300,24800,25400,20400,20300,20300,14300,14600,15400,16300,15400,14900,16700,15500,14300,10100,8200,8000,8100,7600,10900
Greece,162700,178700,192800,242000,239300,256800,261300,298100,304200,338100,334800,347900,394900,420300,438100,482300,504600,582400,580900,526500,527500,590600,640200,650600,709900,674700,605400,648800,649500,696000,652100,628000,509000,527000,505000,560000,504000,472000,469000,456000,432000,419000,426000,372000,370000,340000,355000,251000,301000,314000,264000,287000,288100,288200
Italy,884000,887500,871500,940300,1082100,1111500,1122900,1159900,1231200,1338200,1450000,1541500,1426100,1274300,1498600,1510700,1763900,2315600,2439400,2166500,2041600,2182200,2178200,2179800,2193500,2297000,2341800,2143000,1813000,1832000,1986000,1924000,1904000,1895000,1822000,1865000,1758000,1748000,1784000,1732000,1656000,1616000,1587000,1423000,1278000,1380000,1330000,951700,965000,892000,882000,894000,903000,867000
Malta,13.25,13.1,10.41,9.08,5.38,4.49,4.59,4.56,4.55,0.82,2.32,3.87,5.59,6.76,27.74,16.94,25.39,94.12,132.01,104.51,126.94,132.44,200.35,218.55,291.05,238.41,168.19,307.74,315.56,437.33,512.53,414.59,443.54,581.65,676.87,520.2,583.62,579.8,557.07,567.01,595.4,463.71,485.14,534.55,474.64,595.97,426.15,777.83,1196.76,1048.82,1107.31,1125.75,1452.45,594.28
Portugal,151600,163000,163500,163100,153600,169300,177200,188200,191300,194100,216400,229300,238200,186300,243000,247800,270700,248100,276700,258600,257600,256400,220500,216500,241700,269400,279100,294500,274000,278400,258000,242000,250000,248000,244000,258000,236000,252000,237000,219000,206000,190000,186000,174000,166000,160000,160000,115200,119600,128800,126000,136000,142500,133000
Spain,729800,753000,747000,767000,872000,864200,1039500,1208000,1259500,1244100,1379700,1505900,1544700,1489000,1439500,1683700,1400100,1612900,1685500,1660000,1410100,1484700,1459800,1613400,1760400,1871000,2050800,2024100,2028100,1977000,1882100,1570000,1829000,1861000,1994000,2158000,2184000,2367000,2320000,2150000,2196000,2169000,2154000,2101700,1803400,1809000,1935000,1078100,1410700,1698400,1488400,1676600,1819900,1784000
Albania,5600,4500,5300,6400,8000,9500,15500,37000,36000,47200,49600,54000,58000,63900,62500,72600,78700,100700,93500,88300,82000,106000,102700,94000,94100,96300,95000,96500,106500,102000,31300,23500,17900,14500,11000,6500,5200,25000,10600,13100,17300,28900,20800,36800,13400,24200,21000,14000,16900,16400,18200,19700,20200,21400
Bulgaria,143600,155700,180500,289400,361200,485800,607000,708700,692300,638900,635900,646100,655100,611400,725300,718100,773800,765300,866600,868900,1084700,1010600,1008900,938000,889400,846000,796500,903000,806900,684900,471600,236600,204900,225000,124000,192000,199800,169000,122600,151500,156600,137400,141000,146900,153100,176900,176800,137500,229000,242400,236100,308000,379000,453000
"Czechslovakia, former",321500,346200,398600,481400,531000,533600,534600,651200,712700,738000,768600,813000,806800,879500,963000,982000,1024700,1076400,1100200,1172700,1138300,1112000,1185400,1216300,1210600,1169600,1042700,1116700,1135900,947600,363400,355000,301200,435800,455200,465400,421600,420300,358100,448100,517400,482300,509300,508500,510900,530600,590100,481800,411400,516400,576200,515000,567300,562900
Hungary,241700,274500,299700,342100,357500,387200,513600,629000,698500,837000,953700,1016600,1202200,1335600,1518300,1388000,1510900,1539400,1501800,1399100,1485300,1528300,1586400,1523900,1338000,1383300,1372600,1417500,1205800,678700,326100,189000,292600,313600,367900,454800,427100,370600,432600,417000,435900,468000,472000,498100,466900,488500,471000,305400,320000,349400,404000,452000,461000,481500
Poland,892400,907300,942800,1037700,1135900,1356900,1624700,1903700,2210700,2455900,2655200,2951100,3342700,3482000,3730300,3592100,3605200,3575900,3589900,3497900,3412300,3172800,3423900,3280200,3412600,3529300,3276700,3414900,3310100,1541400,1008700,1192000,1282000,1428000,1512000,1596000,1700200,1557000,1526300,1536200,1561100,1511300,1674200,1642700,1843000,1970000,2141000,1870000,1889000,1953000,1884000,2006000,1935000,1793000
Romania,101400,131800,217500,219300,303500,356400,460700,506600,563100,701200,722000,757500,854000,921100,1188600,1144400,1128100,1478000,1431000,1223300,1618000,1674000,1645000,1705000,1553500,1386000,1390000,1355000,1378000,1212400,463000,553000,602000,374100,363400,422000,315000,360000,237000,310600,369500,326100,290000,333900,335400,298100,429400,404000,434000,480000,669000,644000,675000,690700
"Yugoslavia, former",262400,325200,443800,467800,455100,501600,516400,551300,583600,677600,695700,747400,706300,680900,720000,738000,883400,873200,859400,831000,1025500,949700,988900,1149900,1047000,1043000,1031400,1015300,854700,827800,581300,487800,361200,407700,451900,502100,629600,562700,547200,571400,573800,569100,546300,633500,713300,583700,620600,498800,427400,392200,415500,483900,512400,463900
Algeria,48400,55800,54000,54000,41000,53400,46300,49400,89400,112600,209000,202500,206400,160700,162400,193500,179300,169900,168800,235700,166100,131300,155300,203900,280600,271900,258600,146500,117000,127000,91500,96800,130900,119300,46400,38000,97000,108000,93000,92300,95600,98000,98000,84000,90500,81700,76000,39000,107000,118500,118300,148600,149000,149800
Egypt,241500,239000,276100,304600,337600,287900,280800,321100,347800,372900,374400,409700,383600,436600,499200,513500,550200,571800,598500,663400,714700,790100,787500,796000,863200,1009200,1009100,1001300,983100,958600,963400,905700,963600,843200,1126400,1157500,1078700,1171100,1179500,1287900,1373500,1334000,1388100,1604900,1538000,1528000,1341400,1374500,1393200,1360000,1414000,1309800,1355700,1366300
Libya,3300,5500,3800,3800,4500,6800,9200,10300,9100,12500,17500,16600,14200,21900,35900,27100,51200,36900,60900,66600,76900,86700,91300,79900,67700,78800,102100,86000,78800,77600,84800,86100,110900,74500,89000,62400,71700,60500,84000,49500,95600,88300,32600,55900,51000,58000,54000,45000,60600,70000,87900,88700,61200,40500
Morocco,31100,49800,43900,44800,54000,59500,77400,96900,94500,87800,103700,115500,133700,149800,165800,186800,177100,184900,223200,251200,201500,211600,245200,246200,292300,313200,301900,343500,315800,350000,288700,290900,334400,295100,282200,290000,327300,325000,364500,367400,369000,395000,416000,431300,431800,424000,430000,352000,359000,443000,440000,453000,478000,468000
Tunisia,15800,26300,25300,25100,21900,24300,23000,28800,38500,38800,38000,35900,40400,49400,51800,52100,50900,57900,58000,64500,83600,81200,78700,88100,96500,105300,104600,101300,103700,83900,98900,105000,95400,89000,77000,97000,96500,113800,112200,111300,100000,102000,110500,119100,124100,124100,126100,115800,131000,133900,137400,141000,133100,125000
Bahrain,1.91,1.96,1.6,1.42,0.94,0.79,0.82,0.84,0.85,0.17,0.51,0.9,1.37,1.63,8.83,6.61,12.38,48.19,66.42,52.22,37.97,30.78,46.27,52.67,70.5,62.77,49.55,91.14,97.63,107.12,130.75,103.72,115.62,143.26,158.25,126.73,143.93,147.08,131.01,130.95,124.82,139.51,150.28,144.29,125.22,175,133.68,181.87,281.1,269.96,295.78,315.41,420.56,420.56
Iran,14600,18100,24300,31300,34000,49000,75300,77800,87000,107700,141300,173100,251300,325500,347100,338400,405400,295800,505900,596600,697300,896800,1038000,925700,904700,910500,979300,1026000,1271800,1161000,1149000,1350000,901100,1004000,1017200,1079300,1207100,1268000,1330400,1393300,1320100,1289500,1416600,1621200,1502000,1805000,1566000,1635500,1449000,1449000,1140000,1110000,1030000,1147400
Iraq,1900,1200,2400,3000,3600,6800,9400,11000,14600,17000,20300,22700,19300,27100,40800,52300,78900,81600,89200,79000,78900,80200,87900,154800,180500,196200,217700,237700,215500,207000,134700,210000,348000,384000,333500,354400,356800,383300,388100,371200,371800,634600,114700,30800,180300,231800,199100,230000,242500,218300,231600,188300,269000,237100
Israel,36800,33200,34200,37200,40200,39900,46500,46700,53600,58400,61900,66200,57100,66600,76100,75600,81100,78000,77800,82100,89600,82200,83700,96000,92100,93700,98000,97500,99400,102600,93600,97800,98000,104000,104000,119000,120000,121000,89000,89000,89000,93700,98500,114600,104600,103900,92300,92000,91300,86900,89600,88700,89000,89000
Jordan,2400,2500,2900,4700,5100,4100,3900,4000,2600,2800,2400,2500,4000,3200,5800,7400,5500,8100,14500,13400,7200,14900,16400,15100,15500,7800,12900,27000,20500,16800,20400,15700,16300,14000,16000,19200,24000,23400,23000,20700,22000,30100,30900,9700,16700,10600,13000,15300,21200,23200,23200,23500,24500,25000
Kuwait,1.44,1.8,2.25,2.81,3.52,4.4,5.5,6.87,8.59,10.74,13.42,16.78,20.97,26.21,32.77,40.96,51.2,64,80,100,200,500,500,500,700,400,300,800,500,584.8,683.99,800,1000,1000,1000,2000,1200,1000,1100,700,2400,1000,1000,1300,1200,2800,2900,2900,1600,1000,1000,1000,1000,1000
Lebanon,14500,11600,19300,25000,14700,20000,22500,24100,33000,44000,47900,55400,72700,49500,13000,33100,27200,34500,44000,26600,30900,48600,41500,51200,35700,17600,20200,22600,27600,25400,29700,34000,36200,28000,44000,56000,62300,63700,63700,50900,54700,40900,46500,48000,37200,36400,38800,37100,50900,44900,43900,47800,48800,45100
Oman,21.15,21.24,17.3,15.44,10.23,9.56,9.95,10.14,10.45,2.11,6.49,10.82,17.44,19.53,81.22,48.11,85.48,340.68,434.77,367.45,513.16,525.89,770.61,869.06,1038.97,929.58,691.75,1304.69,1391.95,1997.56,2445.66,1917.81,2107.13,2615.7,2868.95,2280.32,2683.27,2858.95,2801.79,2775.84,2752.79,2380.61,2526.75,2736.73,2154.41,2394.27,1937.79,3087.87,5273.15,4988.39,5176.76,5584.11,7317.56,537.12
Qatar,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,400,600,700,800,600,600,600,500,500,500,600,1100,1000,1500,1500,2000,6000,6000,1200,1200,500,800,500,900,1000,1000,1600,1000,2300,2600,4800,1100,1900,1000,1000,1000,1000
Saudi Arabia,2400,2400,2400,2400,5400,8200,2000,3100,4000,4700,2500,2500,6500,8900,7600,9800,11800,11900,13900,31700,67400,94300,215200,261400,343500,411500,451700,453000,487000,489000,508000,538600,455000,360000,284000,327000,350000,303000,300400,354200,369000,365500,382200,399000,335700,366000,394500,231000,210000,200000,200500,192000,179300,201000
Syria,22900,19700,14800,16600,17500,17500,23600,30600,28900,40500,53200,49400,42600,49500,57700,71100,86400,102600,129100,138600,128000,155200,188500,210700,228000,245900,269000,280300,249700,303300,287600,306500,338100,351300,341500,357200,368400,330900,370700,365600,271000,318800,318700,406000,417100,318600,321800,265800,288000,283900,279200,197100,50800,41400
Turkey,52800,56800,86800,102200,151200,191400,282400,381800,448600,418200,493900,648400,722600,552600,827400,1181400,1271200,1392800,1399800,1294900,1303700,1478800,1630900,1608700,1426900,1519100,1777800,1613900,1798200,1887900,1769300,1927600,2207000,1507300,1700400,1799200,1825700,2180700,2202500,1986700,1670800,1752800,1972000,2044500,2067600,2113700,1981500,1550500,2053600,1941700,1847800,2065400,2312900,2180200
United Arab Emirates,500,500,500,500,500,500,500,500,500,500,500,557,530,719,900,1100,900,1514,3500,3054,3655,3809,4595,2735,3727,1440,3120,5400,12120,12500,17470,22300,27700,29400,32000,32200,32300,35400,36200,35100,35000,50420,60120,31220,14861,46120,49280,21860,66110,34150,34170,28460,32080,31740
Yemen,500,500,500,500,500,500,500,500,500,500,500,710,1215,1440,6062,3052,2939,11100,14640,11319,11984,12376,15606,19480,18700,16180,9320,17800,17387,22459,19600,14600,11000,11700,13100,8100,19300,17603,15084,15198,16300,11600,5630,18105,4901,11574,29220,18220,14100,25120,14400,12166,26874,23043
Australia,671500,651900,748800,971200,1086300,1128000,1090700,1141400,1047700,971500,1067500,1307500,1308500,797600,746600,1043200,1063200,1204000,1284000,1229000,1210000,1147100,1187700,1249200,1155000,1194500,1382300,1395900,1393400,1163700,1284600,1417900,1511500,1725500,1867400,2015900,2184100,2250000,2353000,2275000,2463000,2273300,2191200,2421700,2215100,2058300,2058400,1867800,1648000,1966900,2151700,2116100,2346100,2549000
New Zealand,305300,286700,347000,462000,456700,408500,358700,417600,443800,448400,473300,520100,664200,462600,517700,557100,558500,583500,540800,453600,456700,465700,511000,516000,427000,352000,367100,296100,373900,343100,438500,534500,625600,647000,682600,660000,647700,661500,716000,812900,889400,958200,1002700,1028700,865000,841800,835000,690100,754600,814100,818700,780500,900000,916700
Estonia,44153.1,56622.45,65759.66,92271.71,115000,115000,126000,136000,140000,165000,172000,178000,189000,194000,219000,227000,226000,221000,210000,232000,241000,230000,255000,253000,269000,263000,271000,279000,287000,215000,288000,113000,65000,41300,28000,22200,27800,32400,27200,35500,44200,46600,43200,42800,44200,24800,33800,46600,46900,54200,58600,62700,79300,72900
Latvia,72564.66,93057.76,108074.57,151646.55,189000,209000,232000,244000,240000,294000,283000,297000,307000,320000,347000,368000,368000,356000,356000,358000,381000,380000,435000,409000,469000,449000,525000,601000,677000,386000,257000,168000,95300,95300,22000,25000,35100,49200,54400,50600,66000,63300,58500,59800,65300,72000,83500,73500,70200,60000,76700,92800,95000,94500
Lithuania,95217.11,122107.54,141812.13,198985.95,248000,253000,279000,280000,282000,351000,367000,394000,418000,453000,505000,489000,511000,529000,506000,547000,534000,558000,580000,583000,675000,657000,672000,687000,702000,649000,630000,156000,87000,79000,118000,119000,137300,139800,154000,153000,162000,189000,190000,193000,195000,200000,203000,172300,210300,223700,229000,234000,251000,261300
Armenia,11134.26,14278.7,16582.87,23268.52,29000,35000,35000,35000,41000,51000,49000,60000,65000,73000,76000,84000,86000,82000,81000,81000,88000,87000,109000,99000,110000,113000,99000,85000,71000,47000,41000,25000,15000,7000,7000,8000,8000,9600,6100,7000,5000,4400,1500,17100,14200,14300,14400,7200,8900,7000,7000,6800,6900,7400
Azerbaijan,21500.64,27572.67,32022.09,44932.31,56000,69000,65000,67000,63000,87000,103000,119000,155000,197000,226000,209000,226000,239000,212000,226000,243000,258000,313000,289000,314000,323000,353000,383000,413000,94000,85000,55000,39000,39000,39000,16600,3700,15500,14000,2100,9900,16600,34500,18500,15600,21300,17800,31000,23800,21300,28900,28200,28700,36400
Georgia,31099.14,39881.9,46317.67,64991.38,81000,90000,95000,101000,105000,121000,129000,135000,159000,167000,176000,177000,181000,182000,169000,156000,172000,218000,239000,186000,247000,254000,237000,220000,203000,119000,106000,72000,53900,31000,31000,32200,36500,34600,40000,40000,32000,32400,30000,30000,30000,30000,30600,31200,31800,32500,33000,34600,34000,31100
Kyrgyzstan,31099.14,39881.9,46317.67,64991.38,81000,93000,94000,108000,111000,131000,145000,164000,158000,172000,192000,200000,213000,205000,198000,204000,216000,224000,248000,250000,281000,280000,296000,312000,328000,176000,155000,32000,28000,28000,28000,31000,31000,29100,28100,29300,7000,7200,8600,4900,3200,4800,1900,3800,31000,32900,32000,32000,33300,24600
Tajikistan,37626.12,48252.17,56038.67,78631.55,98000,106000,109000,129000,126000,136000,155000,170000,168000,171000,180000,181000,185000,191000,185000,193000,220000,219000,234000,227000,219000,230000,260000,290000,320000,108000,169000,128000,76000,70000,70000,62100,51100,36900,10600,16000,11500,26000,23500,21000,20400,16100,12900,12300,11000,11000,11000,4800,5500,9300
Turkmenistan,37242.18,47759.8,55466.84,77829.18,97000,100000,113000,118000,131000,134000,145000,161000,166000,172000,197000,198000,191000,221000,216000,225000,238000,246000,251000,253000,269000,260000,285000,310000,335000,245000,244000,175000,160000,125000,131000,142000,178000,76000,91200,100600,112000,111900,123900,143900,191000,258500,269500,269700,272800,275000,275000,280000,283000,287000
Uzbekistan,204640.01,262432.73,304781.72,427659.32,533000,565000,662000,626000,683000,729000,771000,805000,810000,762000,925000,968000,1020000,1056000,949000,1102000,1121000,1158000,1210000,1222000,1288000,1297000,1423000,1549000,1675000,1074000,950000,730000,636000,473000,474000,445000,875100,824400,774800,731200,720300,719000,693000,625000,652000,689000,689100,780000,721000,650200,643700,686300,695700,714900
Belarus,175076.63,224520.31,260751.34,365877.39,456000,480000,634000,702000,784000,929000,984000,1025000,1092000,1271000,1499000,1523000,1506000,1528000,1452000,1469000,1591000,1623000,1670000,1682000,1867000,1960000,2007000,2054000,2101000,2151000,1821000,1395000,752000,540000,523000,777000,855000,925000,791000,805000,780000,748000,775000,943700,929000,1221000,1205000,1407300,1427500,1422000,1679000,1498000,1412100,1275300
Kazakhstan,65269.8,83702.75,97209.93,136401.66,170000,184000,153000,209000,178000,261000,305000,339000,415000,536000,507000,511000,518000,549000,539000,582000,622000,630000,893000,877000,1091000,1189000,1210000,1231000,1252000,589000,523000,475000,324000,121000,95000,131000,56100,13000,34200,37000,48600,64100,64100,64400,45200,48000,53400,58200,59500,65100,68800,73700,77500,94400
Moldova,23804.28,30526.88,35453.03,49746.49,62000,62000,68000,79000,89000,119000,133000,148000,169000,200000,205000,209000,198000,241000,257000,317000,315000,327000,384000,374000,410000,402000,409000,416000,423000,236000,190000,134800,115000,115000,115000,116000,10200,7000,3300,5100,5100,8900,8900,8900,8900,8000,8000,8000,9000,5400,8500,10900,35400,42800
Russian Federation,1006306.67,1290499.39,1498748.39,2102992.66,2621000,2989000,3250000,3428000,3803000,4335000,4938000,5493000,5981000,6459000,7896000,8336000,8428000,8674000,8224000,8914000,9354000,9786000,11280000,11616000,12677000,13647000,14041000,14435000,14829000,11061000,10141000,5510000,3851000,1510000,1750000,1580000,1550000,1264000,1360600,1420000,1602200,1423000,1378400,1516500,1527800,1657200,1921700,2263400,2377200,2364700,2480200,2490000,2412500,2465700
Ukraine,493746.81,633186.65,735364.53,1031838.44,1286000,1390000,1498000,1719000,1804000,2165000,2436000,2677000,3016000,3380000,3695000,3623000,3725000,3702000,3387000,3713000,3700000,4061000,4708000,4601000,5057000,5014000,5183000,5352000,5521000,4351000,3773000,2692000,1345000,1134000,890000,525000,562000,514000,417000,440000,474000,535000,500000,590000,675000,860000,889000,1105500,967000,930000,1611700,1773400,1716400,1619600
"USSR, former",2405000,3084200,3581900,5026000,6264000,6983000,7736000,8264000,8883000,10312000,11346000,12360000,13431100,14740000,16607000,18000000,18196000,18904000,17854000,18808000,19167100,20143000,22965000,23086000,25385900,26506000,27403000,27187000,24474000,21501000,19373000,11860800,7642200,4408600,4321000,4032100,4416900,3970500,3806500,3872400,4079800,3995400,3933100,4279500,4416800,5125000,5433600,6270000,6267900,6155000,7243100,7308200,7166300,7037200
