Indicator name,indicator,Country name,country,time,value
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2009,1.28
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2010,1.27
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2011,1.26
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2012,1.25
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2013,1.28
Domestic food price level index,FAO-21018-6125,Luxembourg,LUX,2014,1.27
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2000,5.25
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2001,5.25
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2002,5.26
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2003,5.14
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2004,4.97
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2005,5.02
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2006,5.01
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2007,5.02
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2008,5.28
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2009,5.13
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2010,5.05
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2011,5.13
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2012,5.06
Domestic food price level index,FAO-21018-6125,Macedonia,MKD,2013,5.08
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2000,7.5
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2001,7.09
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2002,6.99
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2003,6.86
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2004,7.16
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2005,7.68
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2006,7.29
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2007,7.45
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2008,7.41
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2009,7.21
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2010,7.08
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2011,7.3
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2012,7.17
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2013,7.15
Domestic food price level index,FAO-21018-6125,Madagascar,MDG,2014,7.07
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2000,10.08
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2001,9.63
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2002,9.71
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2003,9.35
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2004,8.95
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2005,9.17
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2006,9.38
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2007,9.24
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2008,8.94
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2009,8.67
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2010,8.56
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2011,8.16
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2012,7.95
Domestic food price level index,FAO-21018-6125,Malawi,MWI,2013,7.63
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2000,2.69
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2001,2.66
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2002,2.63
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2003,2.64
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2004,2.64
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2005,2.68
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2006,2.69
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2007,2.69
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2008,2.73
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2009,2.77
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2010,2.81
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2011,2.84
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2012,2.86
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2013,2.91
Domestic food price level index,FAO-21018-6125,Malaysia,MYS,2014,2.91
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2000,2.66
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2001,2.69
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2002,2.75
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2003,2.66
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2004,2.88
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2005,2.72
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2006,2.78
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2007,2.99
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2008,3.13
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2009,2.95
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2010,3.01
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2011,3.22
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2012,3.34
Domestic food price level index,FAO-21018-6125,Maldives,MDV,2013,3.51
Domestic food price level index,FAO-21018-6125,Mali,MLI,2000,7.19
Domestic food price level index,FAO-21018-6125,Mali,MLI,2001,7.36
Domestic food price level index,FAO-21018-6125,Mali,MLI,2002,7.5
Domestic food price level index,FAO-21018-6125,Mali,MLI,2003,7.29
Domestic food price level index,FAO-21018-6125,Mali,MLI,2004,6.96
Domestic food price level index,FAO-21018-6125,Mali,MLI,2005,7.35
Domestic food price level index,FAO-21018-6125,Mali,MLI,2006,7.27
Domestic food price level index,FAO-21018-6125,Mali,MLI,2007,7.26
Domestic food price level index,FAO-21018-6125,Mali,MLI,2008,7.4
Domestic food price level index,FAO-21018-6125,Mali,MLI,2009,7.3
Domestic food price level index,FAO-21018-6125,Mali,MLI,2010,7.64
Domestic food price level index,FAO-21018-6125,Mali,MLI,2011,7.77
Domestic food price level index,FAO-21018-6125,Mali,MLI,2012,7.92
Domestic food price level index,FAO-21018-6125,Mali,MLI,2013,7.76
Domestic food price level index,FAO-21018-6125,Mali,MLI,2014,7.67
Domestic food price level index,FAO-21018-6125,Malta,MLT,2000,2.34
Domestic food price level index,FAO-21018-6125,Malta,MLT,2001,2.4
Domestic food price level index,FAO-21018-6125,Malta,MLT,2002,2.38
Domestic food price level index,FAO-21018-6125,Malta,MLT,2003,2.41
Domestic food price level index,FAO-21018-6125,Malta,MLT,2004,2.33
Domestic food price level index,FAO-21018-6125,Malta,MLT,2005,2.32
Domestic food price level index,FAO-21018-6125,Malta,MLT,2006,2.32
Domestic food price level index,FAO-21018-6125,Malta,MLT,2007,2.37
Domestic food price level index,FAO-21018-6125,Malta,MLT,2008,2.42
Domestic food price level index,FAO-21018-6125,Malta,MLT,2009,2.46
Domestic food price level index,FAO-21018-6125,Malta,MLT,2010,2.47
Domestic food price level index,FAO-21018-6125,Malta,MLT,2011,2.49
Domestic food price level index,FAO-21018-6125,Malta,MLT,2012,2.53
Domestic food price level index,FAO-21018-6125,Malta,MLT,2013,2.63
Domestic food price level index,FAO-21018-6125,Malta,MLT,2014,2.59
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2000,9.14
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2001,9.26
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2002,9.29
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2003,9.38
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2004,9.55
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2005,9.77
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2006,9.78
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2007,9.97
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2008,10.01
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2009,9.84
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2010,10.06
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2011,10.07
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2012,9.96
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2013,10.04
Domestic food price level index,FAO-21018-6125,Mauritania,MRT,2014,10.09
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2000,4.32
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2001,4.25
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2002,4.3
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2003,4.25
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2004,4.28
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2005,4.35
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2006,4.44
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2007,4.62
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2008,4.84
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2009,4.81
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2010,4.89
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2011,4.83
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2012,4.73
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2013,4.75
Domestic food price level index,FAO-21018-6125,Mauritius,MUS,2014,4.9
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2000,3.3
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2001,3.26
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2002,3.22
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2003,3.24
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2004,3.28
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2005,3.35
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2006,3.39
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2007,3.43
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2008,3.46
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2009,3.5
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2010,3.52
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2011,3.56
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2012,3.66
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2013,3.73
Domestic food price level index,FAO-21018-6125,Mexico,MEX,2014,3.74
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2000,8.65
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2001,8.7
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2002,8.6
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2003,8.75
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2004,8.71
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2005,5.27
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2006,5.14
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2007,5.02
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2008,5.06
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2009,4.68
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2010,4.67
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2011,4.69
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2012,4.65
Domestic food price level index,FAO-21018-6125,Moldova,MDA,2013,4.82
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2000,4.1
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2001,3.91
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2002,3.75
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2003,3.83
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2004,3.95
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2005,4.16
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2006,4.65
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2007,4.74
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2008,5.11
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2009,4.73
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2010,4.87
Domestic food price level index,FAO-21018-6125,Mongolia,MNG,2011,4.78
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2005,5.68
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2006,5.79
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2007,5.75
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2008,5.7
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2009,5.57
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2010,5.62
Domestic food price level index,FAO-21018-6125,Montenegro,MNE,2011,5.58
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2000,5.51
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2001,5.41
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2002,5.47
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2003,5.49
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2004,5.45
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2005,5.46
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2006,5.54
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2007,5.55
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2008,5.62
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2009,5.5
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2010,5.7
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2011,5.69
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2012,5.73
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2013,5.78
Domestic food price level index,FAO-21018-6125,Morocco,MAR,2014,5.67
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2000,7.66
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2001,7.6
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2002,7.73
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2003,7.81
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2004,7.72
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2005,7.67
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2006,7.98
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2007,7.98
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2008,8.13
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2009,8.23
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2010,8.51
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2011,8.61
Domestic food price level index,FAO-21018-6125,Mozambique,MOZ,2012,8.61
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2000,8.11
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2001,7.98
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2002,8.53
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2003,8.53
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2004,8.19
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2005,8.26
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2006,8.37
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2007,8.29
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2008,9.19
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2009,8.84
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2010,8.88
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2011,8.73
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2012,8.43
Domestic food price level index,FAO-21018-6125,Myanmar,MMR,2013,8.49
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2000,2.89
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2001,2.94
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2002,3.1
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2003,3.17
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2004,3.05
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2005,3.05
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2006,3.12
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2007,3.25
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2008,3.39
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2009,3.37
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2010,3.37
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2011,3.35
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2012,3.4
Domestic food price level index,FAO-21018-6125,Namibia,NAM,2013,3.45
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2000,8.65
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2001,8.51
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2002,8.49
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2003,8.47
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2004,8.38
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2005,8.42
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2006,8.47
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2007,8.56
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2008,8.58
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2009,8.83
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2010,9.17
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2011,9.37
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2012,9.21
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2013,9.38
Domestic food price level index,FAO-21018-6125,Nepal,NPL,2014,9.5
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2000,1.75
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2001,1.79
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2002,1.56
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2003,1.55
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2004,1.47
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2005,1.44
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2006,1.46
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2007,1.43
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2008,1.45
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2009,1.42
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2010,1.42
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2011,1.41
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2012,1.39
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2013,1.4
Domestic food price level index,FAO-21018-6125,Netherlands,NLD,2014,1.38
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2000,1.93
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2001,1.99
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2002,1.99
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2003,1.96
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2004,1.92
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2005,1.91
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2006,1.9
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2007,1.91
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2008,1.96
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2009,1.99
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2010,1.98
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2011,2
Domestic food price level index,FAO-21018-6125,New Zealand,NZL,2012,1.96
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2000,3.78
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2001,3.93
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2002,3.9
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2003,3.87
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2004,3.92
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2005,4.02
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2006,4.05
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2007,4.2
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2008,4.43
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2009,4.34
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2010,4.35
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2011,4.36
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2012,4.4
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2013,4.51
Domestic food price level index,FAO-21018-6125,Nicaragua,NIC,2014,4.54
Domestic food price level index,FAO-21018-6125,Niger,NER,2000,6.98
Domestic food price level index,FAO-21018-6125,Niger,NER,2001,7.18
Domestic food price level index,FAO-21018-6125,Niger,NER,2002,7.29
Domestic food price level index,FAO-21018-6125,Niger,NER,2003,7.06
Domestic food price level index,FAO-21018-6125,Niger,NER,2004,6.89
Domestic food price level index,FAO-21018-6125,Niger,NER,2005,7.41
Domestic food price level index,FAO-21018-6125,Niger,NER,2006,6.19
Domestic food price level index,FAO-21018-6125,Niger,NER,2007,6.08
Domestic food price level index,FAO-21018-6125,Niger,NER,2008,6.48
Domestic food price level index,FAO-21018-6125,Niger,NER,2009,6.71
Domestic food price level index,FAO-21018-6125,Niger,NER,2010,6.98
Domestic food price level index,FAO-21018-6125,Niger,NER,2011,6.97
Domestic food price level index,FAO-21018-6125,Niger,NER,2012,7.13
Domestic food price level index,FAO-21018-6125,Niger,NER,2013,7.32
Domestic food price level index,FAO-21018-6125,Niger,NER,2014,7.24
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2000,6.26
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2001,6.72
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2002,6.72
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2003,6.25
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2004,6.18
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2005,6.51
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2006,6.41
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2007,6.13
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2008,6.27
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2009,6.27
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2010,6.38
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2011,6.31
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2012,6.23
Domestic food price level index,FAO-21018-6125,Nigeria,NGA,2013,6.33
Domestic food price level index,FAO-21018-6125,Norway,NOR,2000,1.67
Domestic food price level index,FAO-21018-6125,Norway,NOR,2001,1.58
Domestic food price level index,FAO-21018-6125,Norway,NOR,2002,1.53
Domestic food price level index,FAO-21018-6125,Norway,NOR,2003,1.55
Domestic food price level index,FAO-21018-6125,Norway,NOR,2004,1.56
Domestic food price level index,FAO-21018-6125,Norway,NOR,2005,1.57
Domestic food price level index,FAO-21018-6125,Norway,NOR,2006,1.57
Domestic food price level index,FAO-21018-6125,Norway,NOR,2007,1.58
Domestic food price level index,FAO-21018-6125,Norway,NOR,2008,1.57
Domestic food price level index,FAO-21018-6125,Norway,NOR,2009,1.56
Domestic food price level index,FAO-21018-6125,Norway,NOR,2010,1.54
Domestic food price level index,FAO-21018-6125,Norway,NOR,2011,1.51
Domestic food price level index,FAO-21018-6125,Norway,NOR,2012,1.51
Domestic food price level index,FAO-21018-6125,Norway,NOR,2013,1.5
Domestic food price level index,FAO-21018-6125,Norway,NOR,2014,1.51
Domestic food price level index,FAO-21018-6125,Oman,OMN,2000,2.9
Domestic food price level index,FAO-21018-6125,Oman,OMN,2001,2.91
Domestic food price level index,FAO-21018-6125,Oman,OMN,2002,2.88
Domestic food price level index,FAO-21018-6125,Oman,OMN,2003,2.94
Domestic food price level index,FAO-21018-6125,Oman,OMN,2004,2.93
Domestic food price level index,FAO-21018-6125,Oman,OMN,2005,3.02
Domestic food price level index,FAO-21018-6125,Oman,OMN,2006,3.12
Domestic food price level index,FAO-21018-6125,Oman,OMN,2007,3.23
Domestic food price level index,FAO-21018-6125,Oman,OMN,2008,3.44
Domestic food price level index,FAO-21018-6125,Oman,OMN,2009,3.27
Domestic food price level index,FAO-21018-6125,Oman,OMN,2010,3.26
Domestic food price level index,FAO-21018-6125,Oman,OMN,2011,3.26
Domestic food price level index,FAO-21018-6125,Oman,OMN,2012,3.21
Domestic food price level index,FAO-21018-6125,Oman,OMN,2013,3.26
Domestic food price level index,FAO-21018-6125,Oman,OMN,2014,3.28
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2000,6.25
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2001,6.14
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2002,6.13
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2003,6.12
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2004,6.26
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2005,6.36
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2006,6.45
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2007,6.57
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2008,6.86
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2009,6.7
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2010,6.92
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2011,7.38
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2012,7.28
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2013,7.37
Domestic food price level index,FAO-21018-6125,Pakistan,PAK,2014,7.14
Domestic food price level index,FAO-21018-6125,Panama,PAN,2002,2.58
Domestic food price level index,FAO-21018-6125,Panama,PAN,2003,2.61
Domestic food price level index,FAO-21018-6125,Panama,PAN,2004,2.61
Domestic food price level index,FAO-21018-6125,Panama,PAN,2005,2.67
Domestic food price level index,FAO-21018-6125,Panama,PAN,2006,2.67
Domestic food price level index,FAO-21018-6125,Panama,PAN,2007,2.7
Domestic food price level index,FAO-21018-6125,Panama,PAN,2008,2.81
Domestic food price level index,FAO-21018-6125,Panama,PAN,2009,2.84
Domestic food price level index,FAO-21018-6125,Panama,PAN,2010,2.85
Domestic food price level index,FAO-21018-6125,Panama,PAN,2011,2.83
Domestic food price level index,FAO-21018-6125,Panama,PAN,2012,2.88
Domestic food price level index,FAO-21018-6125,Panama,PAN,2013,2.95
Domestic food price level index,FAO-21018-6125,Panama,PAN,2014,2.95
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2000,3.61
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2001,3.48
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2002,3.46
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2003,3.7
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2004,3.78
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2005,3.77
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2006,4.01
Domestic food price level index,FAO-21018-6125,Paraguay,PRY,2007,4.27
